stage,epidermis,eye,mesenchyme,neural,spinal_cord,vasculature
 14-21,0,0,0,2.49,0,0
 36-46,0,0,0.84,0.61,0.57,0
 48-58,0.44,0,0,5.07,4.71,0
 60-70,0,0.83,0.69,3.41,0,0
 72-82,0,11.7,0,1,0,0
 84-94,0,0.64,0,0,0,0
108-118,0,0,0.59,5.36,0,1.91
