stage,axial,blastomeres,eye,glial,neural,paraxial_mesoderm,periderm
  3-4,0,9.75,0,0,0,0,0
  5-6,9.58,67.01,0,0,12.16,0,0
  7-9,0,0,10.71,0,29.47,11.21,0
 10-12,0,0,0,0,16.82,7.27,0
 14-21,0,0,0,0,0,0,0.9
 24-34,0,0,0,0,2.1,0,0
 36-46,0,0,0,0,1.08,0,0
 60-70,0,0,0,0.87,0.96,0,0
 96-106,0,0,1.62,0,0,0,0
120,0,0,0,0,11.34,0,0
