stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,3.52,5.82,144.9,43.96,0,64.31,0,4.06,0,6.65,2.34,4.92,3.87,3.11,6.59,0,0,46.87,25.45,69.21,0,0,47.01,474.76,134.34,2.92,10.52,4.22,0,34.75,0,34.62,37.85,9.39,58.73,112.47,0,0,52,0,13.85
 24-34,0,5.34,10.27,129.34,16.58,0,136.06,0.62,20.17,12.11,37.44,1.35,0,18.35,21.75,33.7,7.63,5.8,31.67,61.88,196.71,1.25,4.17,84.61,1157.27,73.31,13.07,14.64,0,0,159.77,0,2.21,43.55,6.36,32.16,232.3,0,0,444.29,0,106.07
 36-46,0,4.5,0,94.38,8.2,0,93.23,6.07,24.03,31.32,99.16,3.89,0,10.73,48.19,9.91,12.15,9.07,4.63,100.62,356.13,2.99,4.76,96.88,904.31,33.88,5.77,6.85,0,2.85,208.11,1.54,7.94,34.81,9.43,1.26,226.34,0,3.64,240.71,0,191.89
 48-58,0.77,0.87,0.83,54.93,12.71,0,127.22,0.9,22.78,34.84,179.74,4.89,13.62,19.98,57.63,4.8,30.64,13.65,20.56,71.55,485.39,6.67,11.25,90.05,400.42,37.43,6.34,20.87,0,0.61,103.95,0,0,30.25,2.12,0,158.64,0,3.22,214.22,0,194.02
 60-70,0,9.14,0,66.46,9.86,0,97.9,3.01,37.11,31.46,217.39,11.58,4.45,9.67,53.73,5.69,37.37,12.79,17.89,29.02,850.71,6.08,35.98,48.52,284.27,10.48,6.93,9.3,0,9.68,122.86,0,0,36.34,0,0,61.57,0,18.86,210.61,6.6,147.81
 72-82,0,8.45,0,74.95,32.14,0,116.63,8.91,38.12,58.79,227.88,20.2,5.01,43.98,60.19,10.24,33.09,13.7,8.77,30.67,1075.3,3.69,32.79,67.4,239,3.21,5.75,12.09,0,7.98,89.76,0,0,30.92,0.53,0,20.78,9.9,26.65,421.84,29.82,142.39
 84-94,0,4.26,0,105.67,79.1,2.57,159.65,3.45,40.28,37.09,168.25,56.7,10.97,13.12,101.44,32.19,49.38,17.66,24.08,73.51,1029.56,4.92,45.47,48.56,186.38,13.01,6.64,24.38,0,11.12,193.42,0,0,30.31,0.69,0,21.59,13.01,21.05,319.9,38.68,82.2
 96-106,0,6.14,0,90.62,83.96,2.92,138.61,2.69,25.66,24.15,220.52,84.55,0,26.97,97.49,35.57,38.93,20.58,29.85,35.49,908.57,8.58,31.42,60.24,178.44,6.94,15.79,28.07,0,19.05,220.3,0,0,33.39,0,0,11.95,7.17,28.81,393.77,42.72,111.83
108-118,0.67,5.86,3.58,116.17,78.03,9.34,133.16,10.38,30.61,35.05,202.22,66.16,0,21.53,78.44,38.71,65.86,14.43,44.06,38.37,944.35,18.49,36.05,44.57,175.54,11.72,15.51,24.93,0,36.44,169.13,0.42,0,38.32,1.04,0,5.65,18.88,19.62,375.99,45.95,103.66
120,0,11.98,1.28,151.77,61.55,11.37,49.12,13.95,42.39,21.42,215.54,85.23,0,33.92,162.64,14.8,50.09,16.03,34.49,9.63,1022.93,28.09,57.51,46.53,267.81,23.24,41.18,57.52,0,31.61,159.73,0,0,29.86,1.64,0,0,10.18,22.92,381.88,52.3,52.47
