stage,eye,glial,mesenchyme,muscle,neural,periderm,spinal_cord,taste
 14-21,0,0,0,0,0,9.46,0,0
 24-34,0,0,2.62,0,5.32,1.11,2.14,0
 36-46,1.22,0,0,0,9.14,2.12,0,0
 48-58,0,1.92,0.92,0,5.77,0,0,0
 60-70,4.41,0.71,0,0.68,3.01,0,0,0
 72-82,0,0,0,0,0.95,0,0,0
 84-94,0,0,0,0,3.65,0.94,0,0
 96-106,5.04,0,0,0,0,0,0,0
108-118,0,0,0,0,2.78,0,0,0
120,0,0,0,0,17.08,0,0,2.39
