stage,eye,mesenchyme,muscle,neural
 36-46,0,0.84,0.62,6.54
 48-58,0,0,0,9.39
 60-70,4.16,0,0,0
 72-82,0,0,0,4.96
 96-106,0.88,0,0,12.46
