stage,heart,mesenchyme,mural_cell,pericytes,vascular_smooth_muscle,visceral_smooth_muscle
 36-46,0,0,0.89,0,0,0
 48-58,0,0,0.63,0,0,0
 60-70,1.69,0,0,0,0.8,0.61
 72-82,0.86,3.08,2.7,0,0.5,1.02
 84-94,0,1.51,0.83,0,1.64,2.6
 96-106,0,0,5.73,0,0,7.67
108-118,1.1,0,3.91,1.84,1.3,11
120,0,0,1.26,0,0,11.77
