stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,68.34,545.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.06,0,0,0,0,0,0,0,0,0,0,0
  5-6,74.14,2108.65,0,10.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.99,6.07,0,0,24.84,0,11.14,0,0,0,0,0,0,0,0,0,0,0
  7-9,50.08,81.03,0,28.88,0,0,194.65,0,0,0,0,0,37.66,0,0,0,0,0,0,0,0,0,0,0,1526.23,129.91,0,0,404.03,0,3.28,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,123.12,0,158.37,0,41.6,212.69,0,0,0,0,0,29.11,0,0,0,0,0,0,0,0,0,0,3.87,3079.37,267.88,0,0,928.97,0,0,4.94,0,102.59,0,12.11,7.02,0,0,0,0,0
 14-21,0,0,1.93,2.67,134.14,9.25,86.9,0,0,0,12.73,4.04,8.07,6.34,0,0,0,0.93,4.39,4.44,115.79,0,0,48.67,900.84,119.56,3.05,12.42,20.78,0,0,1.53,95.52,8.37,3.69,78.38,226.55,0,0,5.53,0,4.75
 24-34,0,0,3.47,2.08,70.55,1.88,186.7,0,3.64,3.45,28.93,1.92,1.4,2.61,0,0,0.66,3.6,4.74,4.94,240.23,1.76,0,112.8,1273.64,62.84,8.09,29.07,0,0,6.07,0,4.65,9.84,0.78,17.77,227.82,0,0,29.2,0,4.74
 36-46,0,0,0,0,53.61,0,258.61,1.99,6.82,9.73,51.25,5.96,0,1.64,0,9.04,4.62,3.29,9.4,0.66,249.6,0.95,3.8,69.17,901.01,24.25,8.11,16.54,0,0,5.45,0.81,0.9,4.91,0,0,190.29,0,0,9.44,0,24.41
 48-58,0.77,0,0,0,22.51,0,358.51,0,11.29,18.73,121.32,14.15,0,0.65,2.36,1.03,5.65,1.23,15.61,0.39,433.07,0,10.48,57.85,566.53,33.05,4.08,29.99,0,1.09,4.05,0,0,2.32,0,0,90.46,0,0.51,11.86,0,7.45
 60-70,0,0,1.29,0,34.97,0,282.59,0,9.28,26.39,137.12,14.01,0,0,9.52,0,10.27,3.46,24.18,4.76,590.78,0,11.54,29.71,323.29,13.01,1.54,13.65,0,0,7.04,0,0,3.65,0.73,0,57.18,0,10.17,8.64,2.21,16.65
 72-82,0,0,6.86,0,19.08,1.42,133.09,0,15.36,15.87,172.05,27.57,0,2.34,0.64,1.73,19.91,10.92,17.74,0,663.35,0,15.13,36.68,304.33,11.92,1.05,31.55,0,3.73,3.11,0,0,11.15,4.35,0,30.75,3.97,16.31,7.71,4.3,0
 84-94,0,0,4.78,1,26.38,0,146.74,1.66,0.59,23.8,106.44,61.56,0,0,1.42,0,11.73,3.97,72.54,0,517.86,0,14.12,34.92,197.12,8.92,4.96,20.61,0,0,1.77,0,0,14,0,0,15.81,0,19.62,27.9,10.73,7.06
 96-106,0,0,4.03,0,18.38,3.3,89.88,0,2.71,21.16,106.38,49.7,0,0.73,2.38,0.63,7.18,2.24,59.46,0,275.32,0,6.23,33.78,169.76,4.6,8.84,18.59,0,5.01,5.57,0,0,12.49,0,0,5.94,0,3.27,18.31,8.87,4.97
108-118,0,0,2.89,0,15.49,1.29,127.38,0,1.41,14.37,77.56,31.59,0,1.77,1.73,1.47,3.19,0.62,73.63,1.33,227.62,0,8.16,30.35,234.6,4.87,5.98,9.34,0,2.37,1.01,0,0,8.93,0,0,11.88,0.8,14.77,5.15,5.12,5.18
120,0,0,4.18,0,18.05,0,128.86,0,0,4.72,81.6,30.29,0,0,1.43,0,0,0,30.87,0,169.01,3.54,14.47,32.75,333.3,2.2,4.05,15.1,0,0,0,0,0,4.39,0,0,0,0,0,14.09,6.92,0
