stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,174.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.22,0,0,0,0,0,0,0,0,0,0,0
  5-6,11.03,100.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.79,0,0,0,98.71,0,0,5.5,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.23,0,0,0,0,15.02,0,0,0,0,0,32.5,0,0,0,0,0,0,0,0,0,0,0,299.24,51.79,0,0,210.43,0,0,4.94,0,0,0,14.49,5.09,0,0,0,0,0
 14-21,0,0,0,11.78,3.63,0,8.7,0,1,0,3.27,0,0,0.96,0,0,0,0,0.93,0,10.18,0,0,13.41,169.8,13.69,0,0,1.33,0,1.8,1.58,77.08,2.34,29.58,167.3,26.08,0,0,0.81,0,0
 24-34,0,0,0,6.88,1.23,0,29.58,3.46,0,0,9.6,0,0,0,0,2.49,0,0,0,0,26.75,0,0,14.95,362.78,4.87,1.33,1.37,0,0,2.05,0.98,1.19,1.91,10.14,36.21,63.87,0,0,14.24,0,0
 36-46,0,0,0,0.56,0,0,54.49,36.93,2.72,3.34,18.48,0,0,0,1.53,0,0,0,0,0,33.83,1.07,0,32.25,181.75,4.94,1.01,0,0,0,3.39,0,0,0.59,7.98,1.2,61.38,0,0,0.8,0,0.74
 48-58,0,0,0,3.72,0.44,0,58.69,25.61,0,4.52,52.33,0,0,0.95,0,0.38,0,0,0,0,68.41,1.33,0,48.73,179.33,1.44,0,1.2,0,0,0.77,0,0,0,4.97,0.55,29.95,0,0,3.49,0,1.01
 60-70,0,0,0,4.91,0.97,0,79.73,27.6,0,5.17,119.44,0,0,0,1.96,0,0.9,0,0,0,69.07,11.7,4.48,25.7,118.74,13.26,0,0.91,0,0,2.21,0,0,0,8.19,0,23.44,0,0,2.6,0,14.79
 72-82,0,0,0,3.9,1.88,0,45.67,45.44,1.62,8.03,117.67,1.01,0,1.01,2.47,24.48,1.71,0,0,0,98.23,1.89,1.04,44.23,50.85,2.35,0,10.95,5.14,4.01,4.83,0,0,0,4.24,0,24.88,0.74,1.63,12.69,1.25,16.26
 84-94,0,0,0,2.8,8.36,0,61.35,16.61,0,1.19,80.86,1.92,2.11,0,0.87,33.19,3.08,1.03,0.88,0.56,111.25,2.74,5.25,44.18,72.97,6,0,6.76,0,0,14.08,0,0,0,4.15,0,9.29,3.89,2.96,10.49,3.02,17.21
 96-106,0,0,0,13.91,10.26,0,70.75,34.32,1.15,8.72,142.18,1.84,0,2.75,4.14,16.88,0,2.51,12.35,0,101.4,4.16,6.49,41.54,103.92,2.3,1.88,9.06,0,2.93,14.74,0,0,0.69,7.71,0,7.22,0,0,7.13,4.34,27.09
108-118,0,0,0,6.91,22.33,5.29,80.63,28.04,0,3.07,171.22,1.33,0,0,5.04,69.21,2.98,0,7.18,0,82.32,1.95,3.3,38.19,88.16,6.65,1.45,3.6,0,0,7.15,0,0,0.97,9.03,0,8.43,0,0,7.77,0.65,4.91
120,0,0,1.28,18.54,4.91,1.62,95.02,24.69,0,5.33,137.09,0,0,3.24,6.22,103.49,0,0,0,0,53.61,12.14,0,17.38,111.7,0,1.48,3.69,0,0,7.35,0,0,0,6.24,0,12.95,0,0,4.02,1.59,4.74
