stage,blastomeres,epidermis,eye,neural,periderm,pgc
  5-6,12.77,0,0,0,0,0
  7-9,0,0,0,0,0,3.79
 36-46,0,0,0,3.61,0,0
 72-82,0,0,0,1.52,0,0
 84-94,0,0,0,1.95,1.14,0
 96-106,0,0,1.48,0,0,0
108-118,0,0,0,0,4.15,0
120,0,3.73,0,3.88,4.5,0
