stage,eye,glial,mesenchyme,muscle,neural,otic
 10-12,0,0,0,0,16.3,0
 24-34,0,0,0,0.76,0,0
 48-58,0,0,0,0,1.2,0.43
 60-70,1.36,0,0,0,0.81,0
 72-82,0,0.96,0.5,0,0,0
 84-94,0.61,0,0,0,0,0
 96-106,7.71,0,0,0,0,0
