stage,eye,mesenchyme,neural,olfactory,periderm,vasculature
 14-21,0,0,0.96,0,0,0
 24-34,0,0,0,0,1.28,1.17
 36-46,0.72,0,1.33,0,0,0
 48-58,0.58,0,0,2.34,3.08,0
 60-70,0,0,0,2.71,0,0
 72-82,0,0.64,7.85,0,0,0
 84-94,0.62,0,3.97,0,0,0
 96-106,0,0,3.69,52.37,0,0
108-118,0,0,0,25.4,0,0
120,11.7,0,0,145.43,0,0
