stage,epidermis,eye,fast_muscle,fin_epithelia,glial,iridophores,mesenchyme,muscle,neural,spinal_cord,vasculature,xanthophores
 36-46,0,6.95,0,0,0,0,0,0,0,0,0,0
 48-58,0,98.3,0,0,0,0,0,0,5.12,0,0,0
 60-70,0,288.97,0.63,0,0.76,0,1.69,0,2.35,0.74,0,0
 72-82,0.99,256.53,0,0,0,0,7.7,0.5,2.33,0,0,0
 84-94,0,92.07,0,0,0.96,0,0,0,1.32,0,0.6,0
 96-106,2.19,205.35,0,0,1.6,0,2.46,0,1.99,0,0,17.91
108-118,0,132.27,0,0,0.64,1.24,0.71,0,2.48,1.9,0,0
120,0,126.83,0,3.1,0,0,0,0,2.23,0,0,0
