stage,blastomeres,endoderm,eye,glial,immune,mesenchyme,neural,periderm,spinal_cord,vasculature,xanthophores
  3-4,20.13,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.06,0,0,0,0,0,0,0,0,0
 36-46,0,0,7.14,1.07,0,0,8.23,2.18,0,0,0
 48-58,0,0,1.66,0,0,0,4.33,0,0.86,0,0
 60-70,0,0,1.52,0,0,0,16.44,3,0.81,0,0
 72-82,0,0,0,0,0,0,2.42,0,0,0,0
 84-94,0,0,1.62,0,0,0,1.96,1.81,2.83,2.51,0
 96-106,0,0,0.7,0,0.63,1.79,4.61,5.35,0,0,0
108-118,0,0,0,0,0,0,5.35,1.44,0,0,1.78
120,0,0,0,0,0,0,20.32,2.64,0,0,0
