stage,blastomeres,eye,immune,liver,neural,notochord,paraxial_mesoderm
  3-4,11.93,0,0,0,0,0,0
  5-6,41.35,0,0,0,0,0,0
 10-12,0,0,0,0,3.11,0,4.96
 14-21,0,0,0,1.02,0,0,0
 48-58,0,1.94,0,0,2.47,6.65,0
 60-70,0,0,0,0,0,2.69,0
 72-82,0,0,0.58,0,0,2.04,0
 84-94,0,1.18,0,0,0,7.68,0
 96-106,0,2.97,1.44,0,0,4.57,0
108-118,0,0,1.4,0.52,0,6.74,0
120,0,0,1.69,0,0,4.2,0
