stage,blastomeres,eye,muscle,neural,paraxial_mesoderm,spinal_cord
  3-4,18.75,0,0,0,0,0
  5-6,53.37,0,0,14.58,0,0
  7-9,0,0,0,14.98,0,0
 10-12,0,0,0,3.84,7.5,0
 14-21,0,0,1,3.19,0,0
 24-34,0,0,0,1.54,0,1.03
 36-46,0,0,0,0.56,0,0
 48-58,0,0,0,0.55,0,0
 60-70,0,7.61,0,6.36,0,0
 72-82,0,1.81,0,3.84,0,0
 96-106,0,7.6,0,2.84,0,0
108-118,0,0,0,1.95,0,0
