stage,blastomeres,epidermis,eye,ionocyte,lateral_line,mucous,neural,olfactory,periderm
  5-6,9.3,0,0,0,0,0,0,0,0
  7-9,0,0,6.12,0,0,0,8.8,0,0
 10-12,0,0,0,0,0,0,3.46,0,0
 24-34,0,0,0,0,0,0,0,0,0.7
 36-46,0,0.6,0,0,0,0,0,0,0
 60-70,0,0,0,0.86,0,0,0,0,0.57
 84-94,0,0,0,2.08,0,0,0,1.38,7.78
 96-106,0,4.84,0,1.23,0.89,0,0,2.26,6.37
108-118,0,0,1.5,2.35,1.26,0.51,0,2.77,7.57
120,0,0,0,2.21,0,0,0,0,7.42
