stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,608.37,13928.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564.76,0,0,0,0,0,0,0,0,0,0,0
  5-6,414.85,4693.12,0,0,0,0,0,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,206.63,0,0,0,8.83,3050.29,0,0,0,0,0,0,0,0,0,0,0
  7-9,28.07,16.38,0,17.48,0,0,0,7.17,0,0,0,0,0,5.06,0,0,0,0,0,0,0,0,0,0,0,554.48,45.1,0,0,149.1,794.29,72.87,0,0,0,0,0,0,0,0,0,0
 10-12,0,7.14,0,90.64,0,0,0,24.81,0,0,0,0,0,13.87,0,0,0,0,0,0,0,0,0,0,0,2525.83,11.12,0,0,289.24,148.96,0,8.73,17.01,0,0,0,0,0,0,0,0
 14-21,1.39,0,3.67,32.88,2467.35,9.06,0,6.08,0,12.27,0,1.08,42.36,9.31,1.07,0,230.21,0,5.41,0,0,12.49,42.11,0,10.85,181.12,2.26,27.17,141.95,1.8,1304.67,0,325.96,47.28,31.88,220.56,24.49,0,0,0.89,0,0
 24-34,4.02,0,7.8,31.8,1444.81,0.69,0,20.45,0,89.9,0,4.18,20.03,6.92,1.91,0.6,247.59,0,88.36,4.39,0.63,24.32,114.64,0,15.3,429.75,3.84,231.63,83.85,0,1681.81,0,0,35.16,0,42.86,35.25,0,0,12.38,0,0
 36-46,0,0,2.2,2.55,555.24,0,0,18.79,0,118.18,0,11.86,3.99,6.61,1.3,0,84.42,0,62.19,1.75,0,11.5,61.45,0,1.89,375.91,5.37,169,64.93,14.25,1813.82,0,0,22.32,0,0,20.13,0,0,4.76,0,1.91
 48-58,0,0,1.22,2.8,337.93,0,0,30,0,114.06,2.32,4.64,4.3,24.4,2.24,1.71,49.21,0,55.54,0,0,26.84,51.76,1.86,12.42,320.61,1.24,127.64,91.96,0,1332.45,0,0,16.63,0,0,13.53,0,0,4.05,0,9.08
 60-70,0,0,2.35,0,432.94,0,0,42.61,0,115.39,1.23,8.58,37.54,20.54,0,3.01,52.15,0,73.3,6.14,0,29.23,27.97,1.14,0.84,190.2,0.58,92.94,59.29,0,1174.2,0,0,6.71,0,0,8.03,8.7,0,29.08,0.98,0
 72-82,0,0,11.64,0.78,412.6,2.47,0,49.6,0,84.51,1.03,20.65,75.57,6.47,0.58,2.2,80.15,0.59,128.82,4.88,0,111.1,85.21,2.43,3.91,309.54,2.09,133.63,74.57,0,895.83,0,0,5.09,0,0,17.06,48.43,0.52,14.39,1.5,0
 84-94,0,0,20.48,3.28,737.87,0,0,37.94,0,157.67,1.19,12.41,188.58,11.16,1,2.89,156.33,1.42,136.48,4.68,0,84.27,83.7,2.12,2.29,241.79,3.62,194.32,91.59,0,2636.71,0,0,17.35,0,0,19.29,170.45,1.15,20.3,0,8.61
 96-106,1.12,0,19.53,3.52,851.34,14.31,2.06,83.28,0,191.93,1.81,19.43,205.89,0,4.02,7.82,193.07,0.67,184.88,19.5,0,126.11,100.69,0,0,265.76,3.54,272.01,115.06,0,2194.63,0,0,4.67,0.92,0,8.75,213.83,0,27.71,1.66,14.73
108-118,0.67,0,13.21,5.26,837.08,10.43,5.09,54.96,0,282.5,4.62,41.98,178.52,0,1,15.89,191.65,0.84,165.12,7.06,0,98.69,82.1,1.35,5.08,264.36,4.35,220.59,140.16,0,1960.38,0,0,14.46,0,0,14.07,200.74,0,25.38,2.16,2.58
120,0,0,4.41,2.93,605.14,1.28,2.02,66.17,2.34,184.41,0,18.51,125.32,0,11.61,9.55,77.6,0,78.51,8.94,0,108.69,57.94,3.59,17.73,206.08,4.62,127.24,112.47,0,1130.44,0,0,13.43,0,0,12.74,65.98,3.52,40.08,6.92,0
