stage,fin_epithelia,neural,spinal_cord
 10-12,0,16.57,0
 24-34,0,1.21,1.96
 36-46,1.84,0,0
 72-82,0,8.53,0
 96-106,0,1.75,0
108-118,0,3.26,0
