stage,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,gut,heart,immune,ionocyte,lateral_line,mesenchyme,mural_cell,muscle,neural,olfactory,pericytes,periderm,somites,spinal_cord,vascular_smooth_muscle,vasculature,visceral_smooth_muscle
 14-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0
 24-34,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 48-58,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,8.15,0,0,0
 60-70,0,0,0,0.62,0,0,0,6.97,0.71,0,3.08,0.7,0,0,0.99,0,0,0,5.17,0,0,1.78
 72-82,0,0,2.75,0,0,0,0,11.32,0,0,13.23,1.47,0,2.73,1.33,0,0,0,0,2.6,0,4.23
 84-94,0.55,0,0,0,0,0.8,0,16.13,0,0,2.48,4.38,0,2.76,0,0,0,0,1.26,0,0,2.55
 96-106,0,2.34,1.4,0,1.9,0,0,22.63,0.7,0,37.67,0,3.05,1.07,0,6.04,0,0,0,10.42,1.65,20.85
108-118,1.15,0,4.54,0,0,0,0,11.81,1.71,0,19.9,0.98,0,6.41,0,3.54,0,0,0,0,0,18.02
120,0,1.9,0,0,0,0,0,32.06,0,2.12,2.46,2.35,0,4.89,0,0,2.86,0,0,0,0,21.95
