stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,38.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.99,0,0,0,0,0,0,0,0,0,0,0
  5-6,33.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,28.12,0,0,0,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4,0,0,0,17.98,0,12.75,0,0,0,0,0,0,0,0,0,0,0
 10-12,4.02,0,7.48,0,0,0,16.19,0,0,0,0,0,6.35,0,0,0,0,0,37.33,0,0,0,0,0,274.37,8.45,0,0,51.28,0,16.91,12.97,0,4.48,0,0,0,0,0,0,0,0
 14-21,0,0,0,11,1.19,0,0,0,0,0,0,1.14,0,0,0,1.63,0,0,178.66,0,3.48,0,0,0,10.23,0,0,0,0.83,0,183.08,0,1.44,0,0,0,7.71,0,0,1.23,0,0
 24-34,0,0,0.81,11.3,0.61,0,10.8,0,7.6,0.71,1.68,0,0,0,0,1.47,3.21,0,94.77,2.25,30.82,4.42,0,5.05,71.82,4.43,0.88,0.7,0,0,412.26,0,0,8.29,0,2.11,17.32,0,0,7.3,0,21.85
 36-46,0,0,0,27.42,0,0,11.52,2.7,4.84,2.46,1.42,0,0,0,1.03,0.83,11.23,0,14.79,1.28,21.08,11.65,1.26,6.46,33.43,2.63,9.39,4.67,0,0,497.72,0,0,19.65,0,0,5.43,0,0,10.14,0,4.77
 48-58,0,0,0,35.51,0,0,13.44,0,5.55,13.73,0.49,0.38,1.19,0.51,0,1.06,12.62,0,25.53,2.64,25.53,18.15,0,3.57,45.49,3.08,6.42,0,0,0,376.78,0,0,2.21,0,0,5.39,0,0,10.54,0,10.75
 60-70,0,0,0,19.92,0,0,15.14,1.47,15.75,5.93,0,7.78,0,0,0,2.3,22.53,0,26.17,0,33.24,6.39,0,4.39,40.43,0,0.67,2.96,0,0.63,342.25,0,0,25.52,0,0,3.31,0,0,0.67,0.73,5.91
 72-82,0,1.24,0,15.61,2.46,0.57,22.77,0,4.24,21.21,10.33,52.87,0,4.33,0.5,3.19,18.58,0,97.79,1.17,57.68,14.98,5.54,4.25,49.89,2.45,5.47,0.71,0,3.01,110.84,0,0,56.84,0,0,2.2,3.49,0,2.71,0,0.55
 84-94,0,0,0,42,14.45,14.83,25.07,0,11.83,10.95,1.1,95.17,0,0.97,0,3.51,23.45,0,211.9,0,69.44,13.78,1.87,3.53,40.76,0.98,0.64,0.91,0,0,311.84,1.4,0,108.22,0,0,0,0,0,3.34,0,2.99
 96-106,0,0.85,0,30.55,19.77,10.89,39.69,0,1.46,19.53,7.16,239.14,0,0,2.34,6.96,7.43,0.75,575.37,0,56.03,30.46,0,1.9,136.15,1.24,14.07,2.35,0,0,192.69,0,0,140.65,0.74,0,0,5.87,1.66,20.79,1.77,2.02
108-118,0,0,0.61,29.04,12.17,26.43,26.54,0,12.26,22.45,19.58,332.86,0,0,3.98,8.19,36.16,2.36,904.96,0,80.44,17.08,4.79,4.47,109.22,0,12.44,0.43,0,1.52,208.56,0,0,162.84,0,0,4.09,3.99,0.5,4.75,0,2.53
120,0,2.52,0,68.22,0,15.03,29.63,0,11.1,15.7,13.49,349.75,0,0,8.73,5.64,35.04,0,537.89,0,91.81,37.72,24.69,10.86,142.63,0,6.48,0,0,0,195.6,0,0,155.78,0,0,0,6.92,0,4.84,0,0
