stage,endocrine_pancreas,epidermis,eye,fin_epithelia,fin_mesenchyme,glial,gut,mesenchyme,muscle,neural,spinal_cord
 10-12,0,0,0,0,0,0,0,0,0,13.63,0
 14-21,0,0,0,0,0,0,0,0,0,7.9,0
 24-34,0,0,0,0,0,0,0,0,0,8.09,0.7
 36-46,0,0,2.26,0,0,0,0,1.08,0,2.57,1.06
 48-58,0,0,0.54,0,0,2.45,0,1.83,0,0.43,0.57
 72-82,0,0,0,1.61,2.51,1.32,0,1.58,0,3.58,0
 84-94,0,1.98,0,0,0,0,0,0,0,0,0
 96-106,1.11,0,0,0,0,0,0,0,0,7.58,0
108-118,0,0,0,0,0,1.14,0,1.03,0.63,4.65,0
120,0,0,0,0,0,2.75,1.53,2.18,0,9.94,0
