stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,12.39,98.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.29,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.5,95.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.13,5.77,0,0,0,0,0,40.12,0,0,0,0,0,6.32,0,0,0,0,0,0,0,0,0,0,0,254.97,8.86,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,21.64,0,24.76,0,0,0,85.44,0,0,0,0,0,15.8,0,0,0,0,0,0,0,0,0,0,0,493.19,4.18,0,0,96.52,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,2.15,0.81,0,11.23,0,0,0,13.2,0,0,0,0,0.8,0,0,0,0,0,0,0,3.07,297.78,4.38,0.87,0.86,14.87,1.31,0,2.97,0,2.08,17.09,98.77,0,0,0,0,0
 24-34,0,0,0.6,1.94,3.34,0,0,50.78,0,0,0,21.46,0.82,0,0,0,0.62,0,0,1.99,0,1.92,0,0,10.35,1820.53,1.58,15.36,5.17,0,3.09,0,0,0,0,0.62,336.25,0,0,2.57,0,0
 36-46,0,0,1.35,0,4.54,1.69,0,239.73,0,2.25,0,45.98,0,0,1.36,0.97,0,0,3.34,0,0,6.68,0.56,0.63,2.79,5014.51,0.66,18.35,6.44,0,2.04,0,0,0,1.12,0,780.76,0,0,3.15,0,9.48
 48-58,0,0,0.83,0,24.16,0,0,778.06,0,0.45,0.43,142.69,0,1.7,0.44,2.78,0.4,0,0.84,5.65,3.22,35.47,0.47,0.6,2.92,5804.7,6.93,11.69,14.05,0,6.25,0.65,0,0.61,1.28,0,812.03,0,0,4.52,0,0
 60-70,0,0,0,0,25.39,3.6,0,1730.88,0,0,0,158.14,1.35,0,0.88,0.6,5.75,2.82,4.18,0,5.63,31.87,0,1.7,5.78,8787.16,1.31,7.95,32.39,0,23.48,0,0,0,2.37,0,887.53,0,0,8.79,0,14.55
 72-82,0,0,2.01,0,32.74,100.53,2.97,1304.87,0,2.6,7.77,142.32,1.68,0,2.13,3.16,1.8,7.07,3.68,3.31,13.28,59.87,6.57,0,5.07,6179.12,0,18.77,31.28,0,8.13,0,0,0.68,1.5,0,561.24,4.69,3.69,8.57,2.28,9.26
 84-94,0,0,3.53,0,28.46,90.46,1.75,1028.37,0,0.96,1.27,116.88,2.33,0,0,3.69,2.47,8.71,3.17,4.37,0.95,102.52,0,1.72,1.95,4371.49,3.42,18.72,50.39,0,23.33,0,0,0,0,0,412.55,6.07,3.54,6.68,0.62,0
 96-106,0,0,4.54,0,11.58,119.74,0,759.36,5.83,0.82,2.79,119.02,2.15,1.06,0,7.14,1.87,1.9,9.6,28.71,0,34.66,4.78,1.95,2.58,3024.12,0,11.53,43.73,0,30.1,0,0,0,0,0,151.47,1.13,0,9.41,0,7.15
108-118,0,0,12.73,0,29.55,52.73,14.58,723.46,1,0,4.99,99.08,0.47,0,0,5.82,0,10.99,4.79,0,0,61.07,1.41,0,9.51,4145.24,0,8.53,62.27,0,12.74,0,0,2.89,0.53,0,140.53,5.49,3.02,8.71,0.49,1.42
120,2.82,0,0,0,26.14,61.78,2.42,759.31,2.29,2.35,2.45,256.23,0,0,1.54,16.69,1.1,0,4.17,3.99,0,125.27,3.14,0,11.41,6765.93,0,29.57,108.78,0,1.28,0,0,0,1.6,0,156.83,0,0,1.46,19.49,13.4
