stage,axial,blastomeres,eye,glial,iridophores,mesenchyme,muscle,neural,paraxial_mesoderm,spinal_cord
  3-4,0,13.19,0,0,0,0,0,0,0,0
  5-6,0,26.69,0,0,0,0,0,0,0,0
  7-9,4.28,0,0,0,0,0,0,20.72,20.98,0
 10-12,0,0,0,0,0,0,0,9.8,9.66,0
 14-21,0,0,0,0,0,0,0,1.05,0,0
 24-34,0,0,0,0,0,0,0,3.07,0,0.66
 36-46,0,0,0.91,0,0,0,0,2.66,0,0
 48-58,0,0,1.56,0,0,0,0,0,0,0
 60-70,0,0,0,1.35,0,0,0,0,0,0.66
 72-82,0,0,0,0,0,0.52,0.49,0.49,0,0
108-118,0,0,0,0,0.5,0,0,0,0,0
120,0,0,0,9.52,0,0,0,0,0,0
