stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,49.1,965.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,177.67,3015.31,0,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.07,16.64,0,0,13.43,6.81,0,0,0,0,0,0,0,0,0,0,0
  7-9,91.21,96.8,0,46.69,0,0,0,343.31,0,0,0,0,0,41.68,0,0,0,0,0,0,0,0,0,0,0,2988.41,241.26,0,0,549.03,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,48.7,0,181.74,0,16.21,0,678.33,0,0,0,0,0,18.13,0,0,0,0,0,0,0,0,0,0,0,2222.31,223.1,0,0,699.2,0,16.71,9.31,114.48,0,4.35,0,0,0,0,0,0
 14-21,0,0,0,7.09,92.89,19.22,0,105.36,0,0,0,11.57,5.42,5.6,1.92,0,0,0,0,0,0,28.05,0,0,42.97,674.26,44,0,1.09,11.85,1.31,0,78.2,26.69,2,76.29,115.69,0,0,7.02,0,0
 24-34,0,0,0,2.21,37.86,0.94,0,180.58,0,1.78,1.53,23.52,1.98,0,4.3,0,0.74,0,1.32,0,0.59,74.88,0,0.91,35.21,562.08,12.56,2.46,4.45,0,21.7,0,0,13.31,3.03,16.71,68.31,0,0,32.17,0,1.66
 36-46,0,0,0,0.87,52.45,0,0,299.44,0,4.59,2.79,26.83,0,0,0.56,0,0,0,0.81,0,0,101.13,1.72,1.13,20.47,358.37,28.64,1.28,18.72,0,44.29,0,1.39,5.7,2.28,0,33.15,0,0,30.55,0,3.93
 48-58,0.39,0,0,0,28.54,0,0,352.4,3.3,13.72,2.21,33.41,0.38,2.92,1.36,0,0.48,7.01,0.41,0,0,104.99,0.46,2.68,23.91,284.31,12.41,0.96,12.41,0,15.4,0,0,8.83,4.58,0,34.98,0,0,16.6,0,3.41
 60-70,0,0,0,0,46.85,0,0,278.31,1.66,15.09,3.97,58.73,0.85,0,1.29,0,0,0,1.41,0,0,147.04,2.81,0,12.79,205.21,9.09,1.43,2.03,0,19.32,0,0,1.37,0.64,0,32.99,0,0,11.71,0,3.78
 72-82,0,0,0.83,0,24.41,0,0,190.63,7.7,12.18,14.97,65.47,1.11,0,1.96,0,3.28,0,4.78,0,0,159.13,2.92,2.57,13.09,129.4,1.29,1.63,7.33,1.13,27.17,0,0,0.64,1.81,0,15.26,0,0.78,38.98,0,1.53
 84-94,0,0,1.26,0,66.78,0.69,0,178.25,0,12.97,7.44,76.6,7.28,0.71,0,0,1.76,0,1.46,0.6,0,146.92,7.51,2.02,14.1,129.63,5.87,7.05,11.39,0,42.73,0,0,0.7,2.31,0,18.75,3.4,2.53,11.12,3.9,5.39
 96-106,0,0,0,0,20.05,11.69,0,148.92,0,2.52,2.53,76.27,9.32,0,1.6,0,0.81,0,2.75,0,0,111.87,2.53,3.09,11.36,48.78,1.2,2.62,5.87,0,25.51,0,0,0.67,0,0,1.82,0.89,4.06,24.8,3.46,7.75
108-118,0,0,0,0,48.74,0,0,153.4,7.47,10.17,3.78,63.88,13.63,0,0,3.21,6.48,0,1.21,1.91,0,86.37,6.14,5.06,12.33,83.29,8.89,5.6,11.16,0,29.77,0,0,0.52,0,0,9.07,2.17,3.19,44.26,1.3,8.5
120,0,0,0,1.28,73.43,0,1.09,160.61,0,9.4,0,64.73,59.73,0,0,23.92,2.78,0,2.12,4.82,0,153.48,2.36,37.54,16.28,149.4,12.83,0,13.2,0,15.85,0,0,0,0,0,13.36,0,3.74,46.04,0,0
