stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,540.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.75,0,0,0,0,0,0,0,0,0,0
  5-6,46.28,370.84,0,0,0,0,0,0,0,0,0,0,0,10.32,0,0,0,0,0,0,0,0,0,0,0,14.99,0,0,0,8.94,0,12.89,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,7.96,0,0,0,24.21,0,0,0,0,0,24.81,0,0,0,0,0,0,0,0,0,0,0,110.8,7.17,0,0,12.17,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,19.12,0,5.27,0,11.31,0,23.42,0,0,0,0,0,12.36,0,0,0,0,0,0,0,0,0,0,0,296.28,4.81,0,0,43.08,0,3.07,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,10.33,57.95,633.33,76.3,0,215.79,0,5.53,0,46.7,15.32,1.45,41.37,31.7,16.25,0,7.22,0,6.53,244.99,4.57,0,123.26,1984.66,62.31,6.05,47.52,15.53,0,236.76,26.6,31.58,5.95,32.59,598.81,0,0,110.28,0,7.71
 24-34,0,0,12.02,7.42,185.13,53.45,0,69.6,0,17.49,3.56,90.46,3.73,0,78.35,99.02,40.05,2.37,30.03,13.69,25.69,188.84,8.47,3.55,69.5,841.13,11.77,69.83,15.48,0,0.99,568.93,0,100.33,1.66,3.06,505.45,0,0,430.49,0,4.55
 36-46,0,0,11.88,2.99,238.53,85.57,0,54.07,1.56,36.51,20.69,152.39,9.72,0,89.71,260.81,10.34,11.24,19.91,37.82,66.09,287.75,32.98,20.18,51.39,919.8,28.31,236.07,42.14,0,0,1153.58,0,128.64,0,0,634.11,0,0.85,301.78,0.78,32.34
 48-58,0,0,3.07,0,130.37,161.29,0,78.02,7.61,36.32,11.21,66.55,4.11,16.95,34.01,290.39,5.92,8.91,31.64,10.38,73.03,93.35,11.95,11.91,21.5,447.66,1.98,140.73,15.74,0,1.73,1256.86,0,53.86,3.97,0,171.35,0,3.11,193.76,0,45.96
 60-70,2.52,0,4.09,0.68,303.39,249.84,0,198.18,4.79,62.46,29.09,209.88,6.23,10.89,49.09,386.19,26.36,21.03,41.46,15.15,37.63,285.17,18.91,32.31,22.71,585.42,22.7,176.18,46.14,0,17.27,871.59,0,47.45,2.41,0,190.2,2.89,20.68,191.36,11.44,62.19
 72-82,0,0,8.57,0,215.6,577.68,1.62,280.96,10.87,46.1,24.27,216.91,15.43,5.08,19.55,360.8,17.18,25.73,62.42,8.02,26.47,210.37,16.91,51.29,7.92,443.33,0.57,190.44,65.9,0,11.76,545.1,0,14.63,0.49,0,72.64,8.22,17.77,261.26,11.45,58.68
 84-94,0,0,5.7,4.33,432.73,594.9,0.76,351.34,1.34,89.05,18.93,100.83,30.28,3.57,14.59,567.09,39.18,13.36,91.52,22.95,52.55,197.18,15.51,59.67,14.34,394.07,5,210.58,61.26,0,32.73,1856.41,0,25.76,0.64,0,73.57,8.26,23.39,183.41,27.4,62.84
 96-106,0,0,12.33,4.61,801.96,870.37,17.64,716.5,7.44,166.27,22.61,310.23,42.28,1.32,48.87,625.14,72.85,39.69,160.46,59.86,57.3,361.82,51.9,56.23,26.39,609.31,9.72,412.37,76.02,0,36.35,2195.92,0,55.07,4.3,0,63.68,29.51,34.91,360.51,79.56,152.09
108-118,0,0,6.38,10.04,1098.1,510.9,74.16,829.05,6.58,370.83,44.38,317.52,126.58,2.74,27.21,732.36,168.85,108.76,147.95,142.81,110.49,364.28,116.8,131.52,34.41,779.43,7.06,292.5,91.35,0,94.78,2712.06,0,50.11,6.55,0,81.44,43.46,25.43,329.74,80.42,235.82
120,2.37,0,15.32,3.83,690.98,466.56,27.01,1457.35,4.24,199.77,19.38,431.04,105.05,0,26.94,807.13,43.88,70.88,113.63,55.26,36.83,347.2,36.03,73.74,38.94,674.93,33.32,416.84,96.97,0,72.28,1222.35,1.12,27.2,5.52,0,45.13,25.61,28.38,274.53,59.11,119.42
