stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,17.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,0,0,0,11.68,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.61,0,0,0,0,0,0,0,5.54,0,0,0,0,0,0,0,0
 14-21,0,0,1,12.92,0,0,7.66,0,0,0,0,1.54,0,2.07,0,0,0,0,0,0,0,0,0,0,54.41,0,0,0,1.03,0,10.85,0,0,1.24,2.27,7.42,0,0,0,0,0
 24-34,0,0,0.7,2.38,0,0,5.87,6.74,0,0,0,0.64,0,57.2,0,2.61,0,0,0,0,28.48,0,0,27.96,69.62,0,1.25,1.6,0,0,3.69,0,11.01,12.95,8.44,81.64,0,0,0,0,0
 36-46,0,0,0,41.6,0,0,9.92,54.28,7.29,2.4,4.32,0,0,29.44,0,16.15,0,1.91,0,0,42.22,0,0.89,15.94,236.82,0,1.97,1.08,0,0,3.74,0,19.48,122.39,0,331.81,0,0,0,0,0
 48-58,0,0,0,43.58,0.5,0,55.31,110.61,26.77,24.75,16.4,0,0,26.4,0,0,0,0.42,0,0.78,90.61,0.7,5.27,40.54,1036.86,0,0.78,1.16,0,0,11.05,0,9.84,108.82,0,342.51,0,0,0.58,0,1.67
 60-70,0,0,0,147.97,4.68,0,125.4,128.44,47.28,18.05,23.69,0,0,18.75,8.29,2.27,0,0,0,0,147.15,2.29,18.5,45.48,1791.99,0,0,1.56,10.27,8.44,8.77,0,2.54,83.33,0,562.07,0,2.81,10.07,2.88,0
 72-82,0,3.38,0,159.48,10.57,0,127.86,136.03,40.11,23.39,19.6,4.22,0.52,10.97,0.52,0,0,3.74,3.06,0,351.87,1.86,38.12,48.21,2180.28,0,3.46,10.74,0,0,2.71,0,5.04,83.83,0,423.8,1.44,6.82,0,18.08,3.17
 84-94,0,0,1,355.39,8.32,0,146.1,142.2,44.28,13.27,25.66,0,0,10.47,5.62,2.04,2.34,0.71,3.72,3.13,243.63,6.53,41.38,50.93,1535.11,0,1.87,17.65,0,0,25.27,0,6.79,119.53,0,340.93,1.96,6.61,5.2,56.37,9.39
 96-106,0,0,0,424.23,56.83,0,245,239.49,71.75,28.24,54.1,3.7,0,26.44,7.5,2.98,6.41,3.42,22.71,1.03,288.61,4.27,35.57,57.67,1663.43,1.52,8.66,10.26,0,1.57,18.87,0,0.78,147.49,0,286.14,2.26,7.67,21.33,35.12,10.48
108-118,0,0,0,339.58,15.94,5.46,172.13,204.96,68.56,10.41,82.93,2,0,33.81,3.43,1.57,0,0,4.46,0,237.62,3.55,44.61,54.4,1492.33,0,2.57,13.62,0,2.05,7.68,0,1.48,118.63,0,274.01,5.63,4.11,1.93,23.24,5.14
120,0,0,0,249.85,1.73,0,259.02,251.9,29.78,4.78,138.94,1.33,0,7.79,11.71,1.25,0,0,6.57,0,341.08,0,35.77,40.16,2829.68,0,4.29,23.23,0,10.03,11.87,1.12,0,55.47,0,655.89,3.65,0,7.85,29.84,0
