stage,fin_mesenchyme,glial,heart,immune,mesenchyme,neural,olfactory,periderm,vascular_smooth_muscle,vasculature
 10-12,0,0,0,0,0,22.42,0,0,0,0
 14-21,0,0,0,0,0,0.99,0,0,0,0
 24-34,0,0,0,0,0,0,1.4,0,0,0
 72-82,0,0,0,0,0,0,0,0,0.75,1.05
 84-94,0,0,0,0,0,1.44,0,0,0,0
 96-106,0,2.38,0.66,0.75,0,0,0,0,1.93,0
108-118,1.6,0,0,0.42,2,0,0,1.13,0,0
