stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,12.18,0,14.47,0,0,0,0,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,0,0,266.21,5.84,0,0,1164.94,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,320,0,441.81,0,9.56,18.93,0,0,0,0,0,11.88,0,0,0,0,0,0,0,0,0,0,0,3918.05,170.81,0,0,11102.05,0,0,12.69,906.92,0,29.78,45.06,0,0,0,0,0
 14-21,0,0,0,4.84,611.91,138.82,3.4,0,1.75,0,92.03,48.88,0,0,0,0.94,0,0,0,1.05,181.66,0.86,0,195.01,395.71,122.67,0,1.01,545.04,0,1.15,998.34,7.56,24.44,593.16,2938.75,0,0,30.81,0,0
 24-34,0,0,0,0,55.58,4.65,13.69,0,8.07,9.4,140.24,9.95,0,0,0,0,0,0,0,1.34,125.51,1.72,0.81,161.16,342.84,13.57,1.7,0,0,0,5.23,3.86,0,5.63,107.28,2372.88,0,0,155.18,0,12.92
 36-46,0,0,0,0,10.23,0,20.18,6.77,24.88,15.53,89.79,3.81,0,0,1.23,0,0,0,0,0,152.34,0,3.38,115.28,386.22,4,3.31,0.63,0,0.77,1.16,1.05,0,2.02,2.85,3833.24,0,0,45.7,0,0.7
 48-58,0,0,0,0,8.96,0,76.59,3.62,9.69,21.87,130.27,0.4,0,0,8.46,0,0.39,1.3,2.84,2.86,161.71,0,19.86,67.91,586.81,0.95,2.7,0,0,0,13.25,0,0,9.28,0.55,4555.43,0,0,23.46,0.72,5.57
 60-70,0,0,0,0,42.09,0,52.38,2.7,10.55,25.91,99.84,2.81,0,0,0,0,0,0,0,3.48,108.69,0,26.05,45.54,337.78,3.84,4.76,0,0,0,1.46,0,0,0.88,0,3257.78,0,1.23,22.28,6.38,7.46
 72-82,0,0,0,0,4.51,0.81,37.2,0.49,9.36,13.63,104.61,3.31,0,0,0.52,0,0,0.63,0,8.93,132.55,0,38.22,60.42,326.46,0.62,0,0,0,0,3.24,0,0,0.53,0,1129.88,0.5,14.43,26.63,15.53,2.4
 84-94,0.62,0,0.66,0,7.9,0,63.88,0,4.5,25.99,130.49,4.87,0,0.97,0,0,1.42,0,0,2.81,131.31,0,40.87,48.69,214.39,25.95,0,0,0,0,1.9,0,0,6.04,0,900.9,0,12.6,19.03,20.73,1.92
 96-106,0,0,6.45,0,19.8,0,19.92,2.2,3.51,24.81,77.27,0.94,0,0,1.28,0,2.51,0,4.32,0,83.94,0,20.58,33.82,99.95,2.37,0,0,0,0.79,6.56,0,0,2.01,0,204.41,1.68,1.3,10.07,26.58,0
108-118,0,0,2.06,0.49,10.39,0.88,12.9,1.79,7.11,25.07,64.83,5.7,0,0,0,0,0,0,0,0,90.15,0,25.72,40.45,163.93,1.54,1.19,0,0,6.63,0,0,0,6.93,0,170.01,0,0.57,30.11,33.87,3.61
120,0,0,0,0,10.55,0,25.53,1.04,24.78,55.28,23.73,1.92,0,0,0,0,0,0,0,4.78,55.24,3.43,27.75,47.8,111.36,5.77,0,0,0,9.73,0,0,0,1.42,0,90.28,0,0,0,26.58,0
