stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,43.79,2547.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,50.44,879.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.34,0,0,0,0,0,16.46,0,0,0,0,0,0,0,0,0,0,0
  7-9,16.68,60.36,0,48.66,0,0,0,74.39,0,0,0,0,1301.69,0,0,0,0,0,0,0,0,0,0,0,1322.53,90.53,0,0,671.42,0,0,5.74,0,12.83,0,0,0,0,0,0,0,0
 10-12,0,154.31,0,766.45,0,26.1,0,136.47,0,0,0,0,1539.13,0,0,0,0,0,0,0,0,0,0,3.87,3022.7,68.73,0,0,4267.07,0,4.05,37.92,0,305.22,0,9.66,9.29,0,0,0,0,0
 14-21,0,0,1.23,30.68,255.21,245.05,0,38.38,0,0,14.1,19.29,0,34.15,138.04,3.75,0.87,0,0,45.52,475.76,0,0,374.27,614.44,18.64,0,8.44,484.75,0,6.13,2.24,87.01,36.39,0,64.81,385.27,0,0,88.73,0,15.48
 24-34,0,0,0,3.63,12.81,64.69,0,30.85,1.24,3.73,16.6,0,0,23.32,128.24,2.19,24.76,0.73,1.87,108.75,369.48,0,2.43,110.18,491.19,19.63,1.59,2.79,0,1.14,6.88,0,0,1.77,1.19,16.63,132.33,0,0,428.09,0,47.32
 36-46,0,0,0,3,15.55,4.36,0,8.13,4.85,16.22,37.38,3.5,0,29.54,154.69,0.56,37.8,0,5.99,42.34,541.27,0,3.61,110.46,424.29,1.34,0,3.19,0,0,1.41,0,1.63,0,0,0,135.38,0,2.54,233.14,0,67.62
 48-58,0,0,0,0,7.34,12.77,0,25.72,8.3,16.81,54.22,2.51,6.5,12.87,157.28,0.4,15.5,0,0.38,47.55,520.96,0,12.94,26.16,182.56,0.39,0,3.72,0,6.33,0,0,0,0.9,0,0,73.03,0,2.06,90.58,0,55.18
 60-70,0,0,0,0,14.21,0,0,35.89,0,5.14,43.69,4.35,0,11.86,180.79,0,15.1,0,0,13.62,663.99,0,8.53,20.95,122.05,0,0,0.62,0,15.58,0.6,0,0,0,0,0,20.98,0,10.45,79.03,2.49,47.94
 72-82,0,0,0,0,3.88,0.5,0,24.54,0,5.15,5.83,0,0,12.7,188.31,0.59,10.76,0,0,7.67,464.79,0,5.78,20.01,81.23,0,0,5.53,0,26.14,3.67,0,0,1.01,0,0,1.25,0,3.54,109.4,1.26,38.73
 84-94,0,0,0,0,5.29,0,0,23.52,0,7.02,24.34,3.02,1.22,6.86,316.95,1.64,28.38,0,0.83,37.08,298.24,0,12.92,10.04,80.58,0,0,9.47,0,13.22,1.53,0,0,0,0,0,4.79,3.2,4.53,125.06,2.79,57.71
 96-106,0,0,0,0,6.08,0,0,36.5,2.37,3.23,14.69,0,0,10.74,386.61,2.05,19.37,0,0,14.6,251.65,0.77,26.93,3.6,100.32,0,0,4.65,0,10.96,6.86,0,0,3.51,0,0,3.1,0,5.33,129.17,0,36.36
108-118,0,0,0.92,1.48,11.33,0.66,0.72,16.82,0.48,3.66,21.64,0.45,0,4.59,279,1.12,25.05,0,0,19.29,230.88,0,11.92,18.16,113.51,1.21,0,6.31,0,13.16,0,0,0,0,0,0,3.23,0,1.76,151.09,1.74,83.94
120,0,0,0,0,7.32,2.04,0,1.73,0,0,13.26,0,0,11.67,255.1,0,43.36,0,0,7.08,292.75,0,31.6,2.74,72.57,0,0,5.69,0,32.31,18.03,0,0,0,0,0,13.8,0,0,145.56,3.35,14.87
