stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,62.5,1815.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,298.38,4158.57,0,0,0,0,0,0,0,0,0,0,0,99.03,0,0,0,0,0,0,0,0,0,0,0,191.88,0,0,0,26.11,47.62,0,0,0,0,0,0,0,0,0,0,0
  7-9,133.12,160.37,0,131.82,0,0,0,245.42,0,0,0,0,0,470.51,0,0,0,0,0,0,0,0,0,0,0,3507.94,59.31,0,0,1658.51,0,19.02,0,0,0,0,0,0,0,0,0,0
 10-12,0,89,0,86.55,0,9.56,0,158.56,0,0,0,0,0,24.72,0,0,0,0,0,0,0,0,0,0,0,1812.16,28.14,0,0,892.82,3.3,5.62,0,152.47,0,4.75,4.54,0,0,0,0,0
 14-21,0,0,3.55,9.15,77.31,37.55,0,44.2,0,0.88,0,17.25,5.82,1.35,2.5,0,12.26,0,0,0,0,38.15,0,0,30.16,882.05,5.67,5.79,6.35,25.19,40.63,0,102.21,2.21,54.97,394.07,318.89,0,0,1.2,0,0
 24-34,0,0,0,0.61,12.19,16.54,0,273,0,0,0.76,25.08,1.4,0,1.23,1.24,7.89,0,0.73,0,0.8,54.14,6.69,1.63,25.11,1286.89,0,29.71,4.73,0,24.31,0,0.97,1.77,1.22,39.69,229.76,0,0,4.24,0,10.42
 36-46,0,0,0,0,4.66,1.99,0,626.3,1.44,1.14,0.6,22.78,0,0,2.52,6.39,1.62,0,1.42,0,0,73.03,0.68,0,21.87,1123.81,0.65,20.74,7.99,0,33.39,0,0,0,0,0,214.01,0,0,7.97,0,0.85
 48-58,0,0,0,0,19.82,3.19,0,711.35,0,3.92,3.05,50.85,1.67,0,0,6.33,2.58,0.54,1.23,3.54,5.62,65.25,0.97,2.27,15.08,696.43,0,13.38,0.63,0,28.3,0,0,0,1.03,0,135.71,0,0,2.23,0,7.01
 60-70,0,0,0,0,8.2,0.67,0,597.29,0.68,0,0,56.41,0.89,0,0,3.99,1.95,0,0,3.22,0,42.5,0.63,0,4.52,401.16,0.66,8.99,0,0.81,5.4,0,0,0,0,0,49.37,0,4.28,0.84,0,5.11
 72-82,0,0,0,0,11.71,2.64,0,338.61,0,1.46,2.47,36.79,3.55,0,0,3.01,0.53,2.56,0,8.06,0,34.63,0.92,2.15,7.93,194.67,0.55,3.49,3.48,0,8.85,0,0,0,0,0,18.38,5.53,1.49,3.32,0,0
 84-94,0,0,0.56,0,31.83,8.29,0,212.27,0,1.26,0,18.99,8.2,0,0,3.93,4.69,1.81,0,0,0,29.06,4.68,0,18.26,120.76,0,2.75,0,0,10.06,0,0,0,0,0,16.44,0.56,0,3.04,0,0
 96-106,0,0,0,0,21.59,10.36,1.76,155.15,0,0,0,18.31,9.7,0,0.95,6.11,1.31,0.57,0,0,0,23.4,0,0.63,9.11,145.69,0,6.49,0,0,25.55,0,0,0,0,0,1.5,2.88,1.58,6.75,2.62,0
108-118,0,0,0,0,25.14,3.39,0,115.7,0.49,2.36,0.68,21.78,3.24,0,0,4.4,0.81,6.82,1.87,0,0,19.35,1.18,0,14.82,156.3,0,7.61,1.83,0,19.52,0,0,0.78,0,0,0.87,5.56,0,4.71,0,0
120,0,0,0,0,14.26,10.51,0,56.04,0,0,0,45.62,0,0,2.29,13.14,0,1.18,0,3.99,0,12.7,0,0,15.78,147.51,0,4.34,0,0,1.89,0,0,0,0,0,1.34,0,0,9.18,0,0
