stage,eye,glial,mesenchyme,neural,somites,spinal_cord
 14-21,0,0,0,0,1.44,13.14
 24-34,0,0,0,8.67,0,1.52
 36-46,0.61,0,0,18.07,0,5.9
 48-58,1.57,0,0,37.75,0,0.39
 60-70,1.56,0,0,49.92,0,1.25
 72-82,5.01,0,1.72,77.23,0,4.18
 84-94,0,0.56,0,20.12,0,0
 96-106,10.26,0,0,46.21,0,0
108-118,4.5,0.56,0,28.01,0,0
120,1.92,0,11.9,47.31,0,0
