stage,axial,blastomeres,eye,gut,neural,paraxial_mesoderm,periderm,spinal_cord
  3-4,0,48.74,0,0,0,0,0,0
  5-6,0,100.51,0,0,0,0,0,0
  7-9,5.09,0,0,0,31.18,12.94,0,0
 10-12,0,0,3.65,0,33.86,6.36,3.1,0
 14-21,0,0,0,0,1.35,0,0,0.99
 24-34,0,0,0,0,0.64,0,0,2.1
 36-46,0,0,0,0,0.92,0,0,0
 48-58,0,0,0,0,8.38,0,0,0
 72-82,0,0,0.6,0,1.2,0,0,0
 84-94,0,0,1.81,0,0,0,0,0
108-118,0,0,0,1.08,0,0,0,0
120,0,0,0,0,2.67,0,0,0
