stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0.8,2.37,78.74,71.54,0,33.51,0,1.74,0,14.35,4.02,0,1.3,0,8.46,0,0,4.33,0,37.16,0,0,48.9,833.86,12.2,0,6.63,18.3,0,41.15,0.9,63.11,0,1.72,71.43,190.92,0,0,20.64,0,6.46
 24-34,0,0,5.35,45.54,59.61,0,188.42,0,4.13,2.38,14.21,2.14,0,1.83,2.06,5.51,2.16,1.77,4.72,1.43,128.25,0.84,0.82,48.76,2057.07,2.37,5.71,28.75,0,2.91,43.13,0,21.68,5.89,3.39,41.34,298.52,0,0,153.65,0,2.18
 36-46,0,0,0.63,45.1,2.98,0,268.65,8.53,10.26,3.29,36.23,0,0,1.64,21.14,13.95,3.21,0,4.92,2.01,107.51,3.34,0.74,24.53,1457.66,4.33,9.43,10.69,0,0,59.71,0,1.63,3.62,0,0,240.49,0,0,21.11,0,15.49
 48-58,0.39,0,0,33.26,6.29,0,312.83,2.11,17.53,1.4,58.4,3.21,0.54,2.12,20.78,8.06,4.66,1.79,3.54,12.59,64.6,4.83,0,25.52,796.45,6.37,4.62,7.54,0,1.09,62.48,0,2.68,20.76,0,0,90.08,0,0,23.31,0,7.66
 60-70,0,1.1,0,25.66,6.74,0,380.09,1.02,13.69,15.64,112.01,3.73,0,0.66,26.8,9.78,15.27,2.25,7.28,3.02,116.82,4.66,8.01,30.59,896.29,17.76,4.67,21.13,0,0,71.29,0,0,0,2.58,0,102.04,0,3.47,17.36,0,0
 72-82,0,0,0,8.76,4.24,0,250.4,0,1.97,2.45,32.4,2.97,0.59,1.12,0.61,2.73,21.97,0.88,0,2.29,71.25,0,5.86,4.33,293.63,0,2.19,13.23,0,0,14.13,0,0,0.66,0,0,46.62,1.72,2.49,8.99,0,3.17
 84-94,0,0,0,35.57,1.5,0.7,151.48,3.31,2.14,4.16,32.22,4.24,0,0,11.7,3.81,5,0.81,3.26,1.83,120.43,2.35,2.62,14.56,268.83,2.04,2.97,5.02,0,0,49.59,0,0,2.06,0,0,33.32,2.06,0.98,17.15,11.84,1.89
 96-106,0,0,0,20.74,0.89,1.07,108.28,0,2.12,2.91,38.09,11.93,0,0,10.44,2.78,8.37,2.09,8.69,1.67,71.31,0,0,14.78,117.27,0,2.37,6.17,0,0,74.86,0,0,1.4,4.11,0,1.92,3.03,0,10.43,1.58,7.97
108-118,0,0,0,35.94,3.09,5.86,132.74,0.76,3,18.49,64.85,11.39,0,4.58,15.92,4.13,1.92,2.22,8.33,1.87,88.17,5.38,4.42,12.48,334.32,9.67,5.62,39.19,0,3.62,42.5,0,0,3.18,0,0,13.17,0,0.88,19.58,0,3.65
120,0,2.94,0,90.58,34.67,1.89,247.71,3.87,11.67,27.34,247.28,29.52,0,0,130.65,13.48,2.88,5.71,32.67,0,385.41,3.19,17.38,65.42,881.39,18.25,3.6,15.5,0,11,73.67,0,0,13.35,1.52,0,25.33,7.36,17.09,103.94,0,1.64
