stage,epidermis,ionocyte,mesenchyme,neural,notochord,periderm
  7-9,0,0,0,9.09,0,0
 24-34,0,0,0.79,0,0,0
 36-46,0,0,0,1.21,0,8.19
 60-70,0,0,0,3.97,0,0
 72-82,0,0.83,0,1.05,0,0
 84-94,0,0,0,0,7.35,1.24
 96-106,0,1.87,0,1.14,0,0
108-118,1.88,0,0,0,0,0
120,0,1.4,0,0,0,0
