stage,epidermis,eye,mesenchyme,mural_cell,neural,paraxial_mesoderm,periderm,spinal_cord
  5-6,0,0,0,0,0,0,9.26,0
 10-12,0,3.66,0,0,0,3.94,0,0
 24-34,0,0,0,0,0,0,0,0.97
 36-46,3.3,1.14,0,0,0,0,0,0
 48-58,0,0,0,0,5.68,0,0,0
 72-82,0,0.55,0,1.17,0,0,0,0
 96-106,0,0,0,0,2.62,0,0,0
108-118,0,0,1.44,0,0,0,0,0
120,1.41,0,0,0,0,0,0,0
