stage,blastomeres,endoderm,gut,neural
  3-4,10.91,0,0,0
  5-6,20.16,0,0,0
  7-9,0,8.85,0,4.93
 10-12,0,0,0,3.78
 36-46,0,0,0,1.21
108-118,0,0,1.74,0
