stage,epidermis,erythrocytes,eye,gut,immune,iridophores,mesenchyme,neural
 14-21,0,0.98,0,0,0,0,1.2,0
 24-34,0,0,0,0,0,0,0,2.12
 36-46,0,0,0,0,0,0,0,1.11
 60-70,0,0,0.77,0,0.6,0,0,0
 96-106,0,0,0,0.66,1.92,1.14,0,0
108-118,0,0,0,0,0.75,0,0,1.35
120,1.21,0,0,0,0,0,0,9.99
