stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,38.02,654.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,126.9,1694.58,0,0,0,0,0,0,0,0,0,0,0,16.25,0,0,0,0,0,0,0,0,0,0,0,51.3,14.97,0,0,9.09,0,71.19,0,0,0,0,0,0,0,0,0,0
  7-9,66.64,43.91,0,87.72,0,5.98,0,86.73,0,0,0,0,0,76.94,0,0,0,0,0,0,0,0,0,0,0,1299.7,145.09,0,0,599.99,0,5.34,0,0,12.75,0,0,0,0,0,0,0
 10-12,0,55.3,0,142.09,0,21.56,0,104.86,0,0,0,0,0,15.7,0,0,0,0,0,0,0,0,0,0,0,1079.98,92.86,0,0,400.8,0,11.11,0,0,117.28,0,6.54,0,0,0,0,0
 14-21,0,0,1.62,1.97,54.89,16.39,0,1.06,0,1.16,0,2.53,0,0,0.84,4.61,17.71,0,0,0,0,34.24,0,0,19.6,67.64,1.77,1.55,0.86,6.25,0,0,0,63.39,3.65,3.88,23.16,27.49,0,3.75,0,0
 24-34,0,0,0.8,1.46,13.35,0.6,0,0,0,0,0.61,0,1.38,0,8.37,26.44,49.26,0,0,0,0,57.01,2.74,0,20.18,22.24,0,3.87,1.73,0,0,1.99,0,0,6.15,0,0.84,3.5,0,18.38,0,0
 36-46,0,0,0,0,4.44,0,0,2.1,0,0,4.02,0,0,0,5.86,130.33,34.53,0,0,1.74,0,70.41,0,5.21,15.51,39.02,0,0.61,0,0,0,7.01,1.1,2.07,7.98,0,0,0.7,0,22.15,0,0
 48-58,0,0,0.54,0,5.6,0,0,3.12,0,1.48,9.23,3.55,0,0,7.27,134.49,1.45,0,0.94,0.86,18.51,154.1,3.1,1.56,20.45,30.06,0,0.95,0.69,0,2.25,0,0,0,6.12,0,0,4.32,2.03,22.18,0,0
 60-70,0,0,1.71,0,2.33,0.79,0,24.78,0,0.68,16.34,4.84,10.72,0,10.25,226.57,1.35,0,3.66,0,0,427.19,0,3.82,15.64,47.23,0,0.6,0,0,4.94,0,0,0,8.07,0,0,4.26,0.63,46.99,4.82,0
 72-82,0,0,2.9,0,7.48,4.14,0,25.7,1.65,0,30.45,3.87,66.76,0,8.91,164.39,2.25,0,4.75,0,0.51,578.01,0,12.95,39.15,44.52,0,0,1.32,0,2.79,1,0,0,32.8,0,0,6.92,8.05,56.59,8.69,0
 84-94,0,0,1.75,0,8.05,0.86,1.33,32.56,0,0.56,29.12,14.32,132.27,0,19.98,273.92,10.75,0,2.3,0.57,0,473.64,3.57,9.06,24.03,39.41,0.63,1.31,0.79,0,18.35,0.86,0,0,40.09,0,0,1.67,5.89,64.46,6.53,2.42
 96-106,0,0,6.63,0,21.09,6.08,2.6,31.97,0,0.62,7.63,9.34,166.65,0,12.24,211.9,19.49,0,3.34,0.76,0,504.85,1.35,7.33,24.91,76.7,0,6.47,1.13,0,7.58,12.54,0,0,28.2,6.18,0,11.45,12.82,100.21,8.44,8.26
108-118,0,0,8.44,0,20.02,1.63,1.02,14.69,0,0.99,17.32,14.82,152.01,0,10.18,161.4,7.1,0.87,4.92,9.16,0,514.03,0,11.35,18.68,61.86,0,0.79,2.62,0,4.07,11.17,0.48,0,33.2,0,0,0.93,3.15,62.61,3.23,2.97
120,0,0,0,0,23.98,0,0,18.72,0,0,22.2,0,187.19,0,19.65,300.92,20.06,1.17,1.77,0,0,442.09,0,27.52,12.49,43.39,0,1.57,0,0,0,2.66,0,0,28.5,0,0,0,0,94.8,11.77,0
