stage,axial,blastomeres,erythrocytes,neural,notochord,paraxial_mesoderm
  3-4,24.12,13.19,0,0,0,0
  5-6,0,30.46,0,0,0,0
  7-9,0,0,0,17.05,3.27,6.04
 10-12,0,0,0,5.43,0,4.36
 36-46,0,0,0,0.65,0,0
 84-94,0,0,5.06,0,0,0
108-118,0,0,0,1.07,0,0
120,0,0,0,8.61,0,0
