stage,epidermis,erythrocytes,eye,fin_mesenchyme,melanocytes,mesenchyme,muscle,neural,notochord,periderm,spinal_cord,taste,vascular_smooth_muscle,vasculature
 24-34,0,0,0,0,0,0,0,0.72,0,7.67,0,0,0,0
 36-46,1.3,0,0,0.61,0,1.45,0.57,0.85,2.93,0,0,0,0,0
 48-58,0.99,2.2,0,0,0,1.06,0,5.63,0,2.23,0,0,0,0
 60-70,0,0,0,0,0,0,0,1.13,0,0,0,1.72,0,0
 72-82,0,0,0,0,1.8,1.46,0,0,0,1.21,0,0,0,1.32
 84-94,0,0,0,0,0,4.27,0,0,0,5.23,0,0,0,0
 96-106,0.74,0,0,0,0,0,0,1.89,0.81,0,0,0,0,0.65
108-118,0.93,0,0.71,0,2.27,0,0,0,0,0,2.34,0,0.69,0
120,0,0,2.58,0,0,1.56,0,0,0,0,0,0,0,2.03
