stage,blastomeres,endoderm,epidermis,eye,neural,paraxial_mesoderm,spinal_cord,xanthophores
  3-4,55.56,0,0,0,0,0,0,0
  5-6,70.05,0,0,0,7.09,0,0,0
  7-9,0,0,0,0,4.26,0,0,0
 10-12,0,0,0,0,10.49,6.87,0,0
 14-21,0,0,0.87,0,2.65,0,0.94,0
 24-34,0,0,0,0,1.99,0,2.41,0
 36-46,0,0,0,0,0.94,0,0,0
 48-58,0,0,0,0,4.98,0,1.67,0.92
 60-70,0,0,0,1.62,0,0,0,0
 72-82,0,0,0,0,1.88,0,7.95,0
 96-106,0,0,0,0,9.01,0,0,2.49
108-118,0,0.74,0,2.61,5.49,0,0,0
