stage,eye,glial,iridophores,mesenchyme,neural,olfactory,paraxial_mesoderm,periderm,spinal_cord
  7-9,0,0,0,0,0,0,5.23,0,0
 14-21,0,0,0,0,0,0,0,0,4.81
 24-34,0,0,0,0,17.11,0,0,0.68,8.06
 36-46,0,0,0,0,24.95,1.09,0,1.3,6.46
 48-58,4.51,0.8,0,0,24.29,2.27,0,0,8.09
 60-70,11.45,0.66,0,0,23.37,0,0,0,11.84
 72-82,13.34,1.81,0,2.34,16.75,0,0,0,1.74
 84-94,4.37,1.11,0.6,0,19.99,0,0,1.76,0
 96-106,4.36,0,10.06,0,19.28,0,0,0,0
108-118,13.95,0,1.58,0,19.1,0.42,0,0,3.77
120,0,0,0,0,9.62,0,0,0,0
