stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,8.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,4.02,0,0,0,0,0,9.98,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,5.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.29,38.48,0,0,0,0,6.22,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,16.41,4.19,0,2.14,0,3.61,0,0,91.53,0,0,0,11.47,0,0,0,0,1.16,17.91,0,1.1,51.41,0.86,0,0,1.07,0,1680.81,5.1,9.08,0,5.89,5.14,0,0,0,0,0
 24-34,0,0,0.84,65.08,1.88,0,35.47,0,117.56,0.89,3.68,23.72,4.52,0,10.72,144.92,0,2.04,7.28,13.82,48.18,198.02,2.43,37.8,649.37,4.44,65.86,1.64,0,0.99,10030.24,0,16.49,18.9,1.85,73.62,0,0,27.27,0,0
 36-46,0,0,0,67.01,0,0,56.81,4.5,186.66,0,4.49,18.37,1.32,4.06,2.64,49.19,0,0,0.66,49.41,28.61,200.56,0.57,10.62,438.72,7.58,89.48,0.58,0,0,11843.78,0,2.44,0,0.56,49.8,0,0,8.82,0,4.56
 48-58,0,0,1.22,178.89,0,0,112.48,0,213.56,1.27,34.8,16.08,0.39,0.52,1.35,33.66,0,0.51,0,76.65,43.19,88.45,0.93,6.18,339.03,8.48,35.75,0.46,0,1.57,7544.34,0,0.73,1.71,0,63.96,0,0,15,0,22.8
 60-70,0,0,0,368.74,0,0,132.99,0,179.67,6.48,12.51,55.99,1.71,11.03,1.42,27.12,10.59,0.67,1.73,53.73,29.58,39.39,0.99,7.9,155.99,0,30.21,8.5,0,0,5819.85,0,0,0,0,20.91,15.28,0,2.14,0.57,25.1
 72-82,0,0,0,641.28,17.09,0,119.65,0,119.05,2.38,23.13,180.18,1.48,3.44,0,43.96,0.93,2.18,0,46.24,73.29,64.97,3.92,6.4,248.06,1.51,41.96,10.62,0,0,4327,0,1,5.43,0,23.13,96.34,0,11.03,2.13,14.15
 84-94,0,0,0,1276.37,20.08,0,100.56,1.1,314.96,0,8.87,406.07,0,0,7.04,112.75,0.61,5.69,3.02,112.72,96.39,108.38,0,0,175.86,0,123.32,1.73,0,6.05,11510.65,0,4.87,0,0,10.26,284.27,0,4.11,0,51.31
 96-106,0,2.25,0,1928.42,56.22,2.68,297.86,0,290.11,11.96,70.75,765.57,0,6.56,23.51,146.5,6.7,20.12,7.31,44.85,156.29,95.9,1.06,5.83,445.48,0.85,105.33,0,0,0,9874.22,0,2.42,0.92,0,7.05,362.21,1.3,18.35,7.54,53.47
108-118,0,0.85,0.65,2531.78,14.07,12.08,193.78,1.62,709.25,21.57,26,902.04,0,3.62,11.17,239.07,7.52,2.21,16.92,120.17,205.73,193.08,0.63,8.27,339.2,2.49,86.71,8.16,0,4.6,16038.36,0,4.19,0.55,0,4.17,409.66,1.16,12.54,10.02,150.57
120,0,0,0,1710.73,21.49,0,116.37,0,393.06,0,53.78,416.16,0,2.11,2.72,86.64,1.62,0,10.11,41.97,124.01,122.11,0,17.9,330.38,0,56.24,5.14,0,5.08,8340.36,0,0,0,0,17.76,195.95,5.94,4.67,0,69.48
