stage,blastomeres,epidermis,eye,immune,neural,spinal_cord
  5-6,21.64,0,0,0,0,0
  7-9,0,0,0,0,17.15,0
 10-12,0,0,8.99,0,0,0
 24-34,0,0,0,0.87,0,0
 36-46,0,0,0,2.03,0,0.69
 48-58,0,0.97,0,12.48,0,0
 60-70,0,0,0,6.9,0,0
 72-82,0,0,0,0.54,0,0
 84-94,0,0,0,11.19,0,0
 96-106,0,0.77,0,3,0,0
108-118,0,0.54,0,4.1,0,0
120,0,0,0,15.5,0,0
