stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,101.94,1141.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.48,0,0,0,0,0,0,0,0,0,0,0
  5-6,100.69,2139.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.7,0,0,0,0,0,24.57,0,0,0,0,0,0,0,0,0,0,0
  7-9,28.52,44.68,32.92,0,0,0,129.82,0,0,0,0,0,45.84,0,0,0,0,0,0,0,0,0,0,0,785.24,24.07,0,0,225.93,0,0,39.86,0,0,0,0,0,0,0,0,0,0
 10-12,0,61.49,61.15,0,5.46,0,170.82,0,0,0,0,0,64.52,0,0,0,0,0,0,0,0,0,0,0,991.09,13.3,0,0,543.42,0,0,0,17.25,56.11,0,5.05,4.47,0,0,0,0,0
 14-21,0,0.93,2.86,73.55,41.41,0,109.47,0,0,0,3.52,0.94,5.73,0,0,1.99,0,0,14.04,0.86,30.07,0,0,31.24,553.98,4.38,0,4.09,10.33,0,8.22,0.86,129.33,2.09,6.4,158.36,98.81,0,0,0.95,0,3.62
 24-34,0,0,3.02,15.72,7.92,0,79.19,0,0,0,7.07,0.73,0.67,3.07,0,1.25,0,1.39,0.73,1.79,37.37,0.66,0,11.1,379.22,0,3.19,3.07,0,0,0.78,0,0.97,0,0,22.13,60.25,0,0,4.06,0,4.82
 36-46,0,0,0,5.41,0,0,57.87,0,0,0.6,9.83,1.36,0,0,0,0,1.95,0,7.41,0,23.66,0,2.58,5.75,217.23,1.23,2.96,1.03,0,0,0.94,0,0,0,0,0,35.99,0,0,10.42,0,0.67
 48-58,0,0,0,1.44,6.79,0,77.03,0.81,0.51,0.49,9.47,2.17,0,0.78,0,0.48,1.04,0,19.15,0,24.59,0,1.17,12.98,139.15,0,1.44,6.73,0,0,3.66,0,0,0.74,0,0,29.76,0,0,3.1,0,1.32
 60-70,0,0,0,3.61,0,0,119.25,5.02,1.19,0.63,58.97,5.73,0,0,0.78,15.89,0.85,0.65,3.69,0,25.67,0,5.21,6.55,185.75,0,2.32,0,0,0,0,0,0,0,0,0,20.14,0,0,1.47,0,5.6
 72-82,0,0,0,5.86,1.99,0,134.34,1.29,0,0.75,39.48,1.94,0,2.04,1.75,0,2.4,0,12.16,0,34.98,0,2.05,15.48,182.91,0.55,0,1,0,0,0,0,0,0,0,0,21.64,0,0.49,1.48,0.93,6.93
 84-94,0,0,0,8.06,5.74,0,96.27,0,1.02,4.17,17.07,4.26,0,0,9.72,4.54,0,0,11.34,0,53.47,0,2.94,21.72,140.93,0.62,1.95,2.26,0,1.31,9.57,0,0,1.17,0,0,7.99,0,0,3.6,4.55,9.24
 96-106,0,0,0,6.86,4.47,0,68.99,0,0,0.72,46.31,1.31,0,0,3.19,4,0,0,2.57,0,36.87,0,0,14.91,140.27,0,0,2.58,0,0,7.89,0,0,1.78,0,0,4.7,0,2.36,7.02,4.24,0.72
108-118,0,0,0,26.08,3.64,4.58,85.78,0.42,1,0.47,53.46,2.93,0,0,6.2,2.61,0,1.15,12.17,5.83,85.33,0,2.07,23.48,175.16,1.44,4,0.6,0,0,9.1,0,0,0.52,0,0,0,0,3.25,5.53,0.57,2.12
120,1.12,0,0,85.38,8.07,1.71,104.68,0,9.2,3.29,50.09,11.52,0,0,11.79,1.94,0,2.07,15.9,0,111.72,0,0,28.75,315.45,4.31,10.91,0,0,5.29,14.64,2.3,0,0,0,0,24.17,1.09,1.95,2.19,0,0
