stage,blastomeres,eye,neural,presomitic_mesoderm
  3-4,11.66,0,0,0
  7-9,0,0,3.33,0
 14-21,0,0,0,0.82
 24-34,0,0,1.29,0
 36-46,0,0,7.67,0
 48-58,0,0,13.87,0
 60-70,0,0,3.12,0
 72-82,0,7.42,2.45,0
 84-94,0,2.02,0.86,0
 96-106,0,0.99,4.83,0
108-118,0,0.95,0,0
120,0,0,9.09,0
