stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,505.98,7120.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.05,0,0,0,0,0,0,0,0,0,0,0
  5-6,554.72,8049.76,0,0,0,0,0,0,0,0,0,0,9.89,0,0,0,0,0,0,0,0,0,0,0,267.02,9.37,0,0,9.65,0,194.11,0,0,0,0,0,0,0,0,0,0,0
  7-9,37.13,37.85,0,70.75,0,0,36.59,0,0,0,0,0,31.64,0,0,0,0,0,0,0,0,0,0,0,1138.31,45.42,0,0,403.92,0,37.06,22.7,0,0,0,0,0,0,0,0,0,0
 10-12,0,16.63,0,34.18,0,20.3,32.1,0,0,0,0,0,75.59,0,0,0,0,0,0,0,0,0,0,0,542.58,31.47,0,0,108.84,0,12.44,15.38,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,2.29,70.35,1.72,12.01,0,0,0,1.1,3.87,0.87,0,0,1.75,0,0,0,0,13.63,0,0,3.97,129.9,23.8,0.83,10.15,1.09,0,97.94,0,1.27,7.06,16.6,9.59,67.7,0,0,0,0,0
 24-34,0,0,0.97,4.59,55.37,0.62,26.05,0,0.62,0,6.02,1.67,0,14.63,2.3,1.2,0,0,0,1.96,32.25,6.25,0,17.45,224.28,11.47,11.29,5.97,0,1.14,221.38,0,0,11.98,0.64,2.66,42.58,0,0,1.06,0,1.61
 36-46,0,0,0,0,25.72,1.71,23.83,0,7.38,0,15.12,0.66,0.76,3.5,3.14,15.86,0,1.22,0,11.53,48.41,0.58,0,13.29,170.29,14.11,9.72,10.95,0,0,289.74,0.81,0,3.1,0,0,39,0,0,10.25,0,2.65
 48-58,0,0,0,0,37.68,0,22.63,0,8.3,6.53,17.72,1.63,9.75,2.27,0.42,0,0,2.09,2.25,2.93,58.18,3.22,5.28,3.45,117.41,11.1,2.03,3.85,0,0,217.19,0,0,1.67,0,0,22.56,0,0,12.64,0,15.67
 60-70,0,0,0.86,0,59.32,0,25.63,0,11.81,2.16,31.49,2.69,3.15,27.75,1.28,5.02,2.46,1.13,0,1.64,95.88,3.29,4.87,2.23,66.11,16.76,9.84,11.75,0,1.08,285.96,0,0,0.6,0,0,25.99,0,3.07,8.33,0,0.7
 72-82,0,0,1.14,0,39.37,1.31,36.14,0.82,22.68,4.66,43.11,8.63,2.11,5.81,1.1,1.66,1.64,2.14,0,6.34,158.79,3.98,0.75,4.41,96.77,2.23,7.05,9.32,0,2.01,210.22,0,0,1.34,0,0,11.39,0,0,23.49,7.89,9.94
 84-94,0,0,1.44,0,57.77,1.52,38.52,1.17,27.95,2.95,39.21,21.58,2.85,5.01,6.29,14.66,0,2.26,0,7.35,175.37,5.23,5.46,2.59,93.21,8.57,2.69,13.17,0,1.2,507.9,0,0,4.57,0,0,7.63,12.63,1.15,11.55,4.23,9.16
 96-106,0,0,2.31,0,82.23,1.13,43.33,3.38,19.12,3.28,65.59,25.7,0,7.99,12.96,8.83,3.25,6.18,1.19,0,136.25,12.8,18.13,4.13,140.35,4.11,16.96,24.71,0,2.38,530.11,0,0,1.79,0.64,0,5.45,10.17,5.68,17.9,9,24.86
108-118,0,0,0,0,137.81,8.61,34.52,0.64,34.77,6.56,77.79,19.39,0,0.69,10.96,15.57,7.13,5.31,1.28,2.46,214.86,20.27,16.48,3.43,121.72,12.85,8.45,16.3,0,6.96,408.54,0,0,2.98,0,0,8.27,28.94,3.51,33.12,16.02,18.02
120,0,0,1.37,0,139.5,3.1,38.79,0,27.8,0,160.13,28.94,0,3.7,8.41,12.93,4.78,14.5,5.02,0,290.97,1.56,28.07,7.61,136.2,32.47,1.32,24.39,0,2.67,260.78,0,0,3.89,0,0,8.28,8.78,2.71,51.82,23.93,6.74
