stage,blastomeres,neural,olfactory
  5-6,9.89,0,0
  7-9,0,9.8,0
 24-34,0,0,15.21
 36-46,0,0,11.19
 48-58,0,0,35.52
 60-70,0,0,62.5
 72-82,0,0,62
 84-94,0,0,34.78
 96-106,0,0,51.87
108-118,0,0,41.42
120,0,0,74.65
