stage,glial,mesenchyme,neural,pericytes,periderm,presomitic_mesoderm,somites,spinal_cord,vascular_smooth_muscle,vasculature
 14-21,0,0,0,0,0,1.18,0.85,0.81,0,0
 24-34,0,0,1.02,0,0,0,0,0,0,1.19
 36-46,0,0,5.17,0,0,0,0,0,0,0
 48-58,1.49,0,3.07,0,0,0,0,0,0,0
 60-70,0,3.47,6,1.22,0,0,0,0,0,0
 72-82,0.97,0,0,0,0,0,0,0,0,0
 84-94,0,0,0,0,1.7,0,0,0,0,0
108-118,0,0,0,0,0,0,0,0,0.6,0
