stage,eye,glial,immune,iridophores,mesenchyme,neural,paraxial_mesoderm,spinal_cord
  7-9,0,0,0,0,0,0,3.5,0
 14-21,0,0,0,0,0,3.35,0,0
 24-34,0,0,0,0,0,1.63,0,0
 36-46,0,0,0,0,0,10.12,0,4.31
 48-58,0,0,0,0,0,37.09,0,5.45
 60-70,8.76,1.58,0.6,0,0,36.38,0,2.21
 72-82,15.19,1.11,0,0,0,56.92,0,1.27
 84-94,12.12,0,0,1.25,0,73.15,0,0
 96-106,11.82,0,0,0,1.06,20.2,0,0
108-118,13.77,7.02,0,0,0,28.42,0,4.43
120,10.05,3.29,0,0,0,27.5,0,3.66
