stage,epidermis,eye,fin_epithelia,glial,mesenchyme,muscle,neural,spinal_cord
 14-21,0,0,0,0,0,1.02,3.56,0
 24-34,0.67,0,0,0,0,0,1.01,2.11
 36-46,0,0,0,0,1.38,0,1.75,1.7
 48-58,0,0,0,0,0,0,3.26,0.75
 60-70,0,0,0,0,0,0,1.22,0
 72-82,0,0,0,0,0.99,0,4.86,0
 96-106,0,0.84,0.6,0.59,0,0,0,0
