stage,blastomeres,neural,paraxial_mesoderm,spinal_cord,vasculature
  5-6,8.86,0,0,0,0
  7-9,0,0,4.86,0,0
 36-46,0,2.45,0,1.45,0
 48-58,0,1.4,0,0,0
 60-70,0,1.88,0,0,0
 72-82,0,2.35,0,0,0
 96-106,0,1.88,0,0,0.77
120,0,15.92,0,0,0
