stage,endocrine_pancreas,epidermis,eye,gut,melanocytes,mesenchyme,muscle,neural
 14-21,1.41,0,0,0,0,0,0,0
 24-34,0.96,0,0,0,3.78,0,0,1.87
 48-58,0,0,0,0,0,0,4.73,0
 60-70,0,0,0,0,0,0,0,2.5
 72-82,0.91,0,2.3,0.73,0,0,0,12.94
 84-94,0,0,0,0,0,0,0,1.87
 96-106,0,0,0,0,0,4.12,0,7.82
108-118,0.95,0,0,0,0,0,0,4.18
120,0,3.24,0,0,0,0,0,2.85
