stage,eye,liver,muscle,neural,olfactory,periderm,spinal_cord,vasculature
 24-34,0,0,1.29,0,0,0,0,4.24
 36-46,0,0,0,2.15,1.34,0,0,0
 48-58,0,0,0,0.99,8.62,0,0.63,0
 72-82,0,4.33,0,2.91,16.8,0,0,0
 84-94,0,0,0,0,4.31,0,0,0
 96-106,0,0,0,0.62,97.24,0,0,0
108-118,0,0,0,0,17.49,0.58,0,0
120,3.84,0,0,0,2.57,0,0,0
