stage,endocrine_pancreas,glial,melanocytes,neural,periderm,spinal_cord
 24-34,0,0,0,0.7,0,0
 36-46,0,1.37,0,0,0,0
 48-58,0,0,0,0.71,0,0
 60-70,0,0.79,0,0,0,0
 72-82,0,0,0,4.65,0,3.69
 84-94,0,2.84,0,0,0,0
108-118,0.57,0,0,0,0.47,0
120,0,0,3.24,7.68,0,0
