stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,32.38,977.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.1,0,0,0,0,0,0,0,0,0,0
  5-6,79.57,1672.43,0,0,0,0,0,0,0,0,0,0,0,17.77,0,0,0,0,0,0,0,0,0,0,0,198.71,0,0,0,40.61,0,42.97,0,0,0,0,0,0,0,0,0,0
  7-9,101.74,61.67,0,26.6,0,0,0,41.86,0,0,0,0,0,36.13,0,0,0,0,0,0,0,0,0,0,0,707.98,87.84,0,0,685.45,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,25.71,0,42.18,0,10.78,0,16.58,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,3.87,568.41,48.18,0,0,464.95,0,0,0,97.5,0,9.11,0,0,0,0,0,0
 14-21,7.4,1.36,0,7.23,1851.63,14.92,0,3.07,0,0,0,3.12,0,0.86,1.22,0,36.42,0,0,0,0,16.79,0,0,20.81,101.07,8048.35,0,0,3.17,0,3.92,76.95,3.76,21.33,64.9,32.45,0,0,0.85,0,0
 24-34,0,0,0,0,3675.29,0.62,0,17.36,0,39.39,1.7,13.12,0,0,2.72,3.05,28.09,0,1.07,0,4.23,21.83,77.38,0,20.72,332.91,1954.99,5.74,2.91,0,0,31.28,0,7.45,2.48,5.67,26.87,0,0,27.9,0,2.41
 36-46,0,0,0,0,6328.13,2.77,0,16.81,0,255.89,0,11.53,0,0,1.71,4.7,31.46,0,0,0,0,17.72,96.49,0,4.92,311.2,810.16,4.28,0,0,0,23.71,0,2.55,0,0,44.64,0,0,37.83,0,1.05
 48-58,0,0,0,0,34810.23,1.24,0,321.12,2.45,2428.31,10.28,115.65,0,0.57,9.36,19.61,6.58,0,4.47,1.37,6.67,134.65,236.33,1.9,25.78,1352.73,203.18,11.13,3.06,0,1.17,44.87,0,0,1.29,0,230.49,0,0.49,34.89,0.48,79.09
 60-70,0.81,0,0.57,0,35426.69,0,0,526.65,2.9,2793.82,3.22,87.75,13.49,0,1.53,10.25,1.15,4.85,6.64,12.01,8.73,116.36,792.8,2.96,12.23,900.13,375.16,9.41,27.86,0,4.32,49.16,0,5.88,0,0,121.37,0,3.33,13.72,6.23,41.16
 72-82,0,0,0,0,20677.54,15.65,0,395.46,1.11,1295.19,3.11,54.4,8.46,0,4.42,2.27,13.96,12.28,8.59,3.93,1.32,152.85,227.81,23.01,11.84,668.03,520.62,6.42,13.05,0,0,46.53,0,0,1.5,0,57.84,7.4,3.13,27.16,4.21,36.83
 84-94,0,0,0,0,44634.68,29.91,0,282.69,1.27,2581.17,1.95,46.72,2.49,1.3,0,0.73,12.17,71.55,9.74,2.6,12.45,104.3,684.2,1.62,12.24,466.58,9.54,4.03,7.54,0,2.02,159.35,0,5.28,0,0,39.45,6.66,3.54,21.69,39.12,21.34
 96-106,0,0,6.45,0.66,43554.06,140.35,14.48,502.31,50.58,3185.8,24.91,173.46,34.58,0,7.34,20.08,14.03,56.16,20.73,89.3,2.67,397,609.76,31.26,38.67,1227.89,171.53,26.33,8.26,0,14.89,271.62,0,12.57,0,0,56.77,37.99,13.71,62.48,26.37,15.28
108-118,3.95,0,4.34,0,27434.93,32.41,16.29,272.01,0.44,1440.51,5.61,45.64,1.1,0,1.81,4.03,3.43,77.94,5,16.39,9.66,169.42,162.06,10.79,17.37,658.22,184.24,13.21,3.82,0,4.1,78.99,0,4.34,1.03,0,22.58,5.26,4.76,20.22,12.18,7.1
120,0,0,0,1.28,17002.13,24.53,3.02,137.22,10.14,901.53,6.75,45.32,9.64,0,0,12.24,0,35.35,2.98,3.74,0,141.44,258.76,3.21,28.06,445.98,0,12.83,22.68,0,0,33.07,0,0,0,0,9.18,1.06,0,10.47,9.78,24.61
