stage,blastomeres,eye,iridophores,melanocytes,mesenchyme,neural,paraxial_mesoderm,periderm,spinal_cord
  3-4,0,0,0,0,0,0,0,35.41,0
  5-6,30.9,0,0,0,0,0,0,0,0
  7-9,0,3.92,0,0,0,19.59,8.63,0,0
 10-12,0,5.96,0,0,0,0,15.08,0,0
 14-21,0,0,0,0,0.84,4.23,0,0,0.92
 24-34,0,0.79,0,0,0,3.01,0,0,0
 36-46,0,0.66,0,0,0,2.37,0,0,0
 48-58,0,0,0,3.75,0.46,0.93,0,0,0
 60-70,0,0,0,0,0,3.61,0,0,0
108-118,0,0.76,1.17,0,0,0,0,0,0
