stage,axial,blastomeres,endoderm,eye,hatching_gland,neural,notochord,paraxial_mesoderm
  3-4,17.84,46.64,0,0,0,0,0,0
  5-6,19.03,148.98,0,0,0,27.19,0,0
  7-9,0,0,12.71,8.35,3.31,71.72,3.53,0
 10-12,0,0,0,0,0,69.55,0,38.61
