stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,201.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0
  5-6,7.58,336.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,15.97,27.11,0,24.17,0,0,33.93,0,0,0,0,0,10.6,0,0,0,0,0,0,0,0,0,0,0,286.03,67.73,0,0,134.84,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,34.36,0,64.21,0,10.32,70.54,0,0,0,0,0,6.38,0,0,0,0,0,0,0,0,0,0,0,830.99,58.37,0,0,375.27,0,3.07,0,0,64.43,0,0,0,0,0,0,0,0
 14-21,0,0,0,3.89,47.05,19.35,19.14,0,1.22,0,7.77,2.29,0,5.38,0,10.89,0,0,0,1.13,47.07,0,0,36.8,297.31,38.59,0,3.34,7.51,0,0,1.12,47.67,3.56,12.24,58.99,117.92,0,0,6.41,0,0
 24-34,0,0,0,1.88,17.97,0.81,40.51,1.62,0.86,2.7,15.3,0,0,5.87,2.06,0,0,2.45,0,3.35,58.95,0,1.52,42.98,403.93,5.62,1.47,3.59,0,0,0,0,1.03,9.8,2.22,9.36,80.69,0,0,41.43,0,5.38
 36-46,0,0,0,0,6.8,0,30.76,4.89,8.28,3.61,30.09,0,0,5.89,0.9,0,2.48,0.57,0,0.58,92.25,3.65,15.72,38.55,226.95,1.76,2.81,11.73,0,0,4.42,0,0,4.81,2.31,0,70.49,0,0,17.07,0,1.93
 48-58,0,0,0,0,4.83,1.51,36.57,6.06,0.5,2.02,33.95,0.46,0,2.84,2.07,0.49,2.21,0,0,12.61,92.52,2.25,1.1,32.75,72.25,1.71,1.77,7.18,0,0.39,0.81,0,0,0.49,0,0,26.57,0,0.64,14,0,7.6
 60-70,0,0,0,0,13.7,1.45,20.65,8.47,3.18,3,64.98,3.91,0,0.79,9.29,0,13.05,1.96,0,4.59,110.3,0,4.3,11.2,47.66,0.62,1.86,2.09,0,0,0,0,0,0,1.91,0,32.16,0,4.03,33.29,0.8,18.36
 72-82,0,0,0.68,0,9.66,24.53,25,0,0.72,12.5,51.55,2.46,0,2.42,7.37,0.53,13.68,0.95,0.96,0.64,183.15,0,7.99,19.53,48.65,0,2.53,3.55,0,0,0,0,0,5.75,0,0,5.84,0,7.17,18.3,6.4,0.55
 84-94,0,0,0,0,26.35,37.61,31.95,2.15,0,4.97,49.05,4.18,0,5.41,5.69,3.12,3.23,0,0,6.17,111.51,0,4.01,9.97,42.32,0.76,3.74,4.63,0,0,0.91,0,0,4.17,0,0,0,0,5.52,22.13,2.98,2.63
 96-106,0,0,0,0,19.43,53.65,23.86,4.36,0.97,3.58,49.75,11.92,0,3.66,8.93,0,9.18,1.22,0,1.3,102.92,1.89,1.52,10.06,55.43,2.32,1.81,5.35,0,5.08,0,0,0,0.89,0,0,4.27,0,10.03,34.74,2.51,9.18
108-118,0,0,0.57,0,36.17,2.96,6.2,2.71,3.13,0.77,57.58,7.86,0,0,13,3.47,15.99,1.56,3.48,2.15,126.76,0,3.45,14.57,41.73,1.12,2.63,5.8,0,2.63,0,0,0,3.11,1.03,0,2.07,0.89,0,22.08,4.39,7.56
120,2.31,0,0,0,33.94,20.03,18.71,15.81,5.7,2.77,45.66,16.95,0,0,28.01,0,12.44,0,4.54,1.33,114.89,0,22.34,15.77,73.55,0,0,11.56,0,4.59,0,0,0,4.25,16.46,0,14.04,0,1.51,35.35,1.45,5.28
