stage,eye,fast_muscle,glial,mesenchyme,neural,otic,somites
 14-21,0,0,0,0,1.12,0,0.92
 24-34,10.11,0,0,0,1.86,0,0
 36-46,28.79,0,0,0,3.49,0,0
 48-58,16.32,0,0.81,0.41,1.84,0,0
 60-70,32.34,1.29,0,0,3.05,0,0
 72-82,6.12,0,0,0.54,5.9,0,0
 84-94,15.26,0,0.56,0.66,0,0.72,0
 96-106,5.5,0,2.02,0,0.78,0.84,0
108-118,20.08,0,0,0,0,3.32,0
120,0,0,0,0,4.07,2.92,0
