stage,eye,glial,mesenchyme,muscle,neural
 14-21,0,0.97,0,0,0
 24-34,0,0,0,0.86,0
 36-46,0,0,0.91,0,0
 48-58,0,0,0,0,2.56
 60-70,1.45,0,0,0,0
 72-82,0,0,0,0,1.8
 84-94,0,0,3.37,0,0
108-118,4.65,0,1.91,0,0
120,9.47,0,0,0,0
