stage,erythrocytes,eye,mesenchyme,neural,otic,pericytes,periderm,presomitic_mesoderm,pronephros,spinal_cord,vasculature
 14-21,0,0,0.8,11.09,1.02,0,0,1.06,0,1.21,0
 24-34,0.78,0,0,12.22,0,0,0,0,0,2.24,0
 36-46,0,2.61,0,3.38,0,0,0,0,0,1.53,0
 48-58,0,0,0.39,15.51,1.67,0,0,0,0,3.01,5.74
 60-70,0,3.8,0,0.81,0,0,0,0,0,0,0
 72-82,0,0,0,4.68,0,0,0,0,0,0,0
 84-94,0,2.44,1,8.67,0,7.18,0,0,1.21,0,1.63
 96-106,0,0,0,16.79,0,0,0,0,0,0,0
108-118,0,0,0,3.48,0,0,0,0,0,0,0
120,0,0,0,6.29,0,0,1.1,0,0,0,0
