stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,56.49,502.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.67,0,0,0,0,0,0,0,0,0,0,0
  5-6,117.43,1337.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.7,0,0,0,0,0,128.7,0,0,0,0,0,0,0,0,0,0,0
  7-9,96.04,17.61,0,48.63,0,0,78.52,0,0,0,0,0,62.11,0,0,0,0,0,0,0,0,0,0,0,734.89,78.67,0,0,265.23,0,9.8,8.09,0,0,0,0,0,0,0,0,0,0
 10-12,0,17.35,0,94.89,0,11.1,42.44,0,0,0,0,0,37.39,0,0,0,0,0,0,0,0,0,0,0,464.2,46.21,0,0,168.81,0,0,0,0,13.19,0,3.24,0,0,0,0,0,0
 14-21,0,0,0,6.65,19.88,11.26,6.5,0,0,0,2.15,2.86,1.41,0.81,0,0,0,0,5,0,9.67,0,0,11.06,79.38,6.44,0,1.05,3.74,0,0.86,0,8.49,0.82,0,9.71,53.43,0,0,4.34,0,0
 24-34,0,0,0.66,0.6,7.83,0.81,27.29,0,2.27,1.15,11.41,1.62,0,2.7,0,2.11,10.04,0,0,0,54.54,0,0,49.67,347.37,3.79,6.28,4.35,0,0,8.82,0,0,0,0.91,2.01,118.73,0,0,13.28,0,0.63
 36-46,0,0,0,0,6.06,0,49.43,0,1.45,6.91,29.95,0.61,0,2.84,6.37,0,0.56,0.91,0,2.05,131.53,0,0.89,27.63,451.01,2.67,6,2.2,0,0,12.86,0,2.07,11.55,0,0.74,161.91,0,0,14.41,0,0.68
 48-58,0,0,0.67,0,27.87,0,107.41,0.78,7.78,9.21,72.3,0,0.49,1.61,6.61,0,0.72,0.51,1.9,1.13,151.84,3.29,0,26.68,454.57,9.86,4.55,2.09,0,5.19,14.34,0,0,0,3.08,0,144.08,0,1.53,17.88,0,7.22
 60-70,0,0,0,0,5.49,1.98,170.01,0,4.68,19.85,61.91,0,0,0,7.57,0,0,0,0,0,234.45,2.63,0.81,20.21,425.92,4.21,1.98,5.72,0,1.03,14.43,0,0,2.89,0,0,122.13,2.51,4.39,39.45,0,10.16
 72-82,0,0,1.57,0,10.72,20.19,153.8,0,2.09,28.46,83.68,3.67,0,0,18.76,1.61,4.91,3.93,0,0,298.65,1.68,9.72,20.46,400.88,3.93,7.64,6.26,0,3.3,9.67,0,0,1.02,0,0,54.07,0,5.89,37.7,7.12,3.23
 84-94,0,0,2.62,0,31.39,26.52,207.77,2.51,7.55,26.87,100.03,3.73,0,1.06,32.91,4.75,6.17,3.23,4.3,7.02,260.43,2.1,25.56,21.95,365.13,0,15.41,6.41,0,4.35,53.38,0,0,2.43,0.62,0,70.24,1.73,3.66,31.63,2.28,4.59
 96-106,0,0,2.11,0,43.84,43.85,138.31,1.41,2.01,15.64,138.78,3.06,0,0.61,39.61,4.45,2.61,0.66,1.78,2.84,338.35,1.64,4.72,22.9,353.13,1.55,29.65,9.49,0,7.4,52.08,0,0,2.2,0,0,33.13,7.57,5.71,32.37,10.04,12.91
108-118,0,0,0.71,0,33.19,14.45,99.49,1.25,5.04,14.22,106.47,4.48,0,0.61,30.84,2.23,11.16,5.28,2.35,2.16,307.3,2.42,12.05,22.24,308.09,0.54,10.83,9.52,0,3.18,16.74,0,0,1.5,0,0,9.92,3.88,11.17,27.01,5.24,1.38
120,0,0,0,0,26.39,46.11,87.73,0,1.02,11.79,82.62,10.22,0,0,38.11,15.68,11.12,4.44,1.23,0,233.13,0,11.38,9.57,282.48,3.63,0,11.84,0,12.35,46.17,0,0,4.21,0,0,74.24,6.71,5.93,34.52,9.56,4.69
