stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,43.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,208.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.52,0,0,0,0,0,0,0,0,0,0
  7-9,12.19,9.4,0,24.69,0,0,0,44.01,0,0,0,0,0,17.89,0,0,0,0,0,0,0,0,0,0,0,192.53,0,0,0,80.99,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,14.28,0,18.08,0,0,0,25.74,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,127.89,3.54,0,0,127.47,0,0,0,12.35,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,1.22,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.22,0,0,1.61,0,0,0,0,0,0,0.91,22.46,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,9.01,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0.73,1.17,0,4.17,226.8,0,37.08,0,0,0,0.62,0,0,0,0,85,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,18.25,0,0,0.93,0,0,0,1.06,0,0,0,0,0,0,3.96,0,0,0.6,802.71,0,51,0,0,0,0,0,0,0,0,180.99,0,0,0,0,0
 48-58,0,0,0,0,1.04,0,0,152.97,0,2.57,0,16.28,0.49,0,0,0,0,0,0,0,0,9.48,0,0,0.93,1455.84,0.75,56.78,0.52,0,0,0.76,0,0,0,0,219.72,0,0.61,2.26,0,1.78
 60-70,0,0,0,0,7.9,0,0,641.17,0,0,1.53,27.86,0,5.25,0,0,0,6.26,5.77,0,0,12.2,0,0.64,0.74,2048.23,0,77.76,1.79,0,0,5.97,0,0,0,0,268.22,0,0,0,0,7.48
 72-82,0,0,1.62,0,16.39,12.02,0,1213.26,0,0,0,47.96,2.35,0,0,0,0,0.57,0.71,0,0,22.73,0,5.77,1.38,1975.33,0,144.2,6.32,0,0,2.14,0,0,0,0,191.72,1.48,0,2.69,0,2.8
 84-94,0,0,1.44,0,12.69,0,0,1015.24,0,0,0.91,29.68,0.96,1.92,0.7,2,3.56,0,0,1.42,0,9.18,0,1.37,0,1559.61,0,92.93,12.06,0,0,2.87,0,0,0,0,147.23,1.83,0,3.31,3.56,0
 96-106,0,0,2.74,0,10.91,19.61,0,1549.36,1.88,0,4,65.02,3.4,0,0,1.57,0,3.08,0,18.42,6.45,29.3,0,0,3.62,1615.45,0,215.88,24.47,0,0,13.92,0.85,0,0.84,0,106.27,20.22,0,4.83,0,1.69
108-118,0,0,0,0,31.18,26.35,0.59,1780.31,0,0,0.5,101.68,2.38,0,0,1.74,0,5.15,1.97,12.64,0,29.85,0,2.94,1.77,2561.39,0.8,186.65,8.68,0,0,11.55,0,0,0,0,93.05,29.45,0,2,1.29,20.1
120,0,0,8.73,0,37.74,1.49,0,2269.13,0,3.96,0,205.49,0,0,9.97,1.53,0,6.33,0,41.19,0,24.8,0,9.18,0,5505.43,16.66,204.67,42.95,0,29.74,20.37,0,9.36,0,0,137.29,27.6,0,0,16.23,0
